OBS_ID START.[UT] END.[UT] MIDTIME EXP_TIME.[s] FILTER HELIO.[AU] HELIOV.[km/s] RANGE.[AU] PHASE[deg] MODCOR gOH[ph/s/molec] PHASECOR[0deg] Z[molec/cm2/s]
00030691001 2006-05-18T22:25:32 2006-05-18T22:27:16 2453874.4350000005 102.12402 UVW1 -7.1906236 0.096410891 2.3834662 106.58243 0 5.7712552e-06 0.85846891 3.8307153e+21
00030691001 2006-05-18T22:29:16 2006-05-18T22:32:43 2453874.4381886581 207.78525 UVW2 -7.1895637 0.096415563 3.3360205 106.58381 0 5.7729573e-06 0.85850845 3.8301645e+21
00030692001 2006-05-19T00:22:46 2006-05-19T00:23:29 2453874.5160590280 42.109176 B -7.1636575 0.096791624 9.9255905 106.68209 0 5.8148057e-06 0.86133907 3.8167019e+21
00030692001 2006-05-19T00:27:20 2006-05-19T00:29:01 2453874.5195659725 101.02975 UVM2 -7.1624899 0.096813560 12.162871 106.67916 0 5.8167028e-06 0.86125451 3.8160951e+21
00030692001 2006-05-19T00:21:58 2006-05-19T00:22:41 2453874.5155034726 42.098330 U -7.1638425 0.096788149 9.5711700 106.68255 0 5.8145052e-06 0.86135247 3.8167980e+21
00030692001 2006-05-19T00:26:32 2006-05-19T00:27:15 2453874.5186747694 42.087485 V -7.1627866 0.096807985 11.594322 106.67990 0 5.8162206e-06 0.86127600 3.8162493e+21
00030692001 2006-05-19T00:20:28 2006-05-19T00:21:54 2453874.5147106489 84.413852 UVW1 -7.1641065 0.096783190 9.0653825 106.68321 0 5.8140765e-06 0.86137158 3.8169352e+21
00030692001 2006-05-19T00:23:36 2006-05-19T00:26:28 2453874.5173842600 171.78463 UVW2 -7.1632163 0.096799913 10.771032 106.68098 0 5.8155225e-06 0.86130711 3.8164726e+21
00030693001 2006-05-19T01:44:23 2006-05-19T01:45:21 2453874.5728240749 56.865870 B -7.1447481 0.097088551 3.9239339 106.79348 0 5.8456407e-06 0.86456573 3.8068753e+21
00030693001 2006-05-19T01:50:27 2006-05-19T01:53:01 2453874.5775925932 154.33045 UVM2 -7.1431587 0.097101869 6.4452570 106.79122 0 5.8482431e-06 0.86450010 3.8060493e+21
00030693001 2006-05-19T01:43:21 2006-05-19T01:44:18 2453874.5721006952 56.865850 U -7.1449892 0.097086967 3.5747104 106.79370 0 5.8452461e-06 0.86457211 3.8070006e+21
00030693001 2006-05-19T01:49:24 2006-05-19T01:50:22 2453874.5763078709 56.865870 V -7.1435869 0.097096184 5.6057937 106.79242 0 5.8475416e-06 0.86453504 3.8062719e+21
00030693001 2006-05-19T01:41:20 2006-05-19T01:43:16 2453874.5710416669 113.90547 UVW1 -7.1453421 0.097084646 3.0634471 106.79402 0 5.8446685e-06 0.86458144 3.8071840e+21
00030693001 2006-05-19T01:45:28 2006-05-19T01:49:20 2453874.5745833339 231.78017 UVW2 -7.1441617 0.097092406 4.7732451 106.79294 0 5.8466005e-06 0.86455023 3.8065706e+21
00030694001 2006-05-19T03:28:48 2006-05-19T03:29:37 2453874.6452835654 48.005334 B -7.1205806 0.097442713 6.9647248 106.89297 0 5.8854069e-06 0.86746415 3.7943162e+21
00030694001 2006-05-19T03:33:57 2006-05-19T03:36:01 2453874.6492939824 124.59625 UVM2 -7.1192418 0.097463581 9.5883591 106.88921 0 5.8876217e-06 0.86735457 3.7936205e+21
00030694001 2006-05-19T03:27:54 2006-05-19T03:28:43 2453874.6446585655 47.983623 U -7.1207891 0.097440854 6.6043488 106.89338 0 5.8850621e-06 0.86747625 3.7944246e+21
00030694001 2006-05-19T03:33:02 2006-05-19T03:33:51 2453874.6482233801 47.994489 V -7.1195992 0.097457631 8.8747671 106.89026 0 5.8870303e-06 0.86738517 3.7938062e+21
00030694001 2006-05-19T03:26:13 2006-05-19T03:27:50 2453874.6437673615 95.239714 UVW1 -7.1210865 0.097438204 6.0904789 106.89397 0 5.8845704e-06 0.86749350 3.7945792e+21
00030694001 2006-05-19T03:29:44 2006-05-19T03:32:58 2453874.6467708340 194.78737 UVW2 -7.1200841 0.097449558 7.9065970 106.89168 0 5.8862280e-06 0.86742671 3.7940582e+21
00030695001 2006-05-19T05:05:37 2006-05-19T05:06:23 2453874.7125000004 46.007391 B -7.0981311 0.097786258 7.2257184 106.99326 0 5.9227115e-06 0.87040199 3.7826500e+21
00030695001 2006-05-19T05:10:34 2006-05-19T05:12:55 2453874.7164872689 140.78263 UVM2 -7.0967985 0.097804898 9.7706648 106.98966 0 5.9249370e-06 0.87029612 3.7819575e+21
00030695001 2006-05-19T05:04:45 2006-05-19T05:05:32 2453874.7119039358 46.029083 U -7.0983303 0.097783950 6.8438913 106.99381 0 5.9223790e-06 0.87041813 3.7827535e+21
00030695001 2006-05-19T05:09:42 2006-05-19T05:10:28 2453874.7153356485 46.039968 V -7.0971834 0.097797391 9.0417366 106.99065 0 5.9242939e-06 0.87032532 3.7821575e+21
00030695001 2006-05-19T05:03:07 2006-05-19T05:04:41 2453874.7110416675 92.286222 UVW1 -7.0986184 0.097780611 6.2915396 106.99460 0 5.9218980e-06 0.87044147 3.7829033e+21
00030695001 2006-05-19T05:06:30 2006-05-19T05:09:38 2453874.7139351857 187.77007 UVW2 -7.0976515 0.097791815 8.1450693 106.99194 0 5.9235123e-06 0.87036313 3.7824007e+21
00030696001 2006-05-19T06:47:01 2006-05-19T06:48:03 2453874.7830092600 60.807488 B -7.0745507 0.098146109 9.5778255 107.08877 0 5.9622784e-06 0.87321472 3.7703961e+21
00030696001 2006-05-19T06:53:28 2006-05-19T06:56:01 2453874.7880150471 153.29233 UVM2 -7.0728755 0.098178793 12.590182 107.08496 0 5.9651050e-06 0.87310215 3.7695255e+21
00030696001 2006-05-19T06:45:54 2006-05-19T06:46:56 2453874.7822337970 60.796642 U -7.0748103 0.098142358 9.0573779 107.08958 0 5.9618408e-06 0.87323847 3.7705309e+21
00030696001 2006-05-19T06:52:21 2006-05-19T06:53:23 2453874.7867129636 60.785777 V -7.0733112 0.098169146 11.853609 107.08577 0 5.9643695e-06 0.87312592 3.7697519e+21
00030696001 2006-05-19T06:43:46 2006-05-19T06:45:50 2453874.7811111119 121.81042 UVW1 -7.0751860 0.098136927 8.3038941 107.09074 0 5.9612073e-06 0.87327285 3.7707262e+21
00030696001 2006-05-19T06:48:10 2006-05-19T06:52:17 2453874.7848784728 247.77813 UVW2 -7.0739252 0.098155554 10.815860 107.08690 0 5.9633335e-06 0.87315942 3.7700710e+21
00030697001 2006-05-19T08:28:36 2006-05-19T08:30:02 2453874.8536921302 85.401958 B -7.0508807 0.098513656 12.044274 107.18239 0 6.0023963e-06 0.87598563 3.7580955e+21
00030697001 2006-05-19T08:37:35 2006-05-19T08:41:55 2453874.8609375004 260.78791 UVM2 -7.0484524 0.098571824 15.529565 107.18005 0 6.0065359e-06 0.87591626 3.7568336e+21
00030697001 2006-05-19T08:27:04 2006-05-19T08:28:30 2453874.8526273156 85.412823 U -7.0512375 0.098507455 11.334634 107.18347 0 6.0017886e-06 0.87601795 3.7582809e+21
00030697001 2006-05-19T08:36:02 2006-05-19T08:37:28 2453874.8588541672 85.391073 V -7.0491506 0.098554777 14.554477 107.18062 0 6.0053451e-06 0.87593317 3.7571965e+21
00030697001 2006-05-19T08:24:04 2006-05-19T08:26:58 2453874.8510532416 171.02109 UVW1 -7.0517649 0.098498288 10.285601 107.18508 0 6.0008903e-06 0.87606573 3.7585550e+21
00030697001 2006-05-19T08:30:09 2006-05-19T08:35:57 2453874.8562847227 347.76919 UVW2 -7.0500118 0.098533751 13.351867 107.18132 0 6.0038770e-06 0.87595403 3.7576440e+21
00030698001 2006-05-19T10:10:00 2006-05-19T10:11:01 2453874.9239641209 59.808516 B -7.0273164 0.098885983 13.941785 107.27566 0 6.0427387e-06 0.87876062 3.7458499e+21
00030698001 2006-05-19T10:16:23 2006-05-19T10:19:01 2453874.9289583340 158.79717 UVM2 -7.0256405 0.098929931 15.664835 107.27652 0 6.0456242e-06 0.87878648 3.7449790e+21
00030698001 2006-05-19T10:08:54 2006-05-19T10:09:55 2453874.9232002320 59.819382 U -7.0275727 0.098880090 13.562590 107.27596 0 6.0422976e-06 0.87876956 3.7459831e+21
00030698001 2006-05-19T10:15:16 2006-05-19T10:16:17 2453874.9276215285 59.808497 V -7.0260891 0.098918167 15.203624 107.27629 0 6.0448517e-06 0.87877956 3.7452121e+21
00030698001 2006-05-19T10:06:48 2006-05-19T10:08:50 2453874.9220949081 119.85590 UVW1 -7.0279435 0.098872596 12.870140 107.27693 0 6.0416596e-06 0.87879854 3.7461758e+21
00030698001 2006-05-19T10:11:08 2006-05-19T10:15:12 2453874.9258101857 244.77765 UVW2 -7.0266969 0.098902228 14.578694 107.27598 0 6.0438051e-06 0.87877018 3.7455280e+21
00030699001 2006-05-19T11:44:17 2006-05-19T11:45:21 2453874.9894560194 63.750134 U -7.0053264 0.099225873 13.039341 107.37063 0 6.0807534e-06 0.88160076 3.7344225e+21
00030699001 2006-05-19T11:42:03 2006-05-19T11:44:12 2453874.9882812505 126.72931 UVW1 -7.0057211 0.099216878 12.389602 107.37136 0 6.0800678e-06 0.88162258 3.7346276e+21
00030700001 2006-05-19T12:55:26 2006-05-19T12:56:04 2453875.0387152787 37.179432 B -6.9887687 0.099498554 3.0586836 107.47502 0 6.1096152e-06 0.88473952 3.7258180e+21
00030700001 2006-05-19T12:59:28 2006-05-19T13:01:01 2453875.0418344913 92.943153 UVM2 -6.9877198 0.099503685 4.0624487 107.47556 0 6.1114497e-06 0.88475569 3.7252729e+21
00030700001 2006-05-19T12:54:43 2006-05-19T12:55:21 2453875.0382175930 37.190298 U -6.9889360 0.099497786 2.9066420 107.47490 0 6.1093226e-06 0.88473606 3.7259049e+21
00030700001 2006-05-19T12:58:45 2006-05-19T12:59:23 2453875.0410185191 37.190318 V -6.9879942 0.099502107 3.7623168 107.47555 0 6.1109697e-06 0.88475555 3.7254155e+21
00030700001 2006-05-19T12:53:24 2006-05-19T12:54:39 2453875.0375173613 73.587930 UVW1 -6.9891715 0.099496706 2.6927233 107.47474 0 6.1089109e-06 0.88473119 3.7260273e+21
00030700001 2006-05-19T12:56:11 2006-05-19T12:58:41 2453875.0398842599 150.76567 UVW2 -6.9883756 0.099500357 3.4158039 107.47529 0 6.1103026e-06 0.88474766 3.7256137e+21
00030701001 2006-05-19T14:44:29 2006-05-19T14:45:19 2453875.1145138894 49.981586 B -6.9632600 0.099878268 7.5910425 107.56097 0 6.1544812e-06 0.88733745 3.7125619e+21
00030701001 2006-05-19T14:49:50 2006-05-19T14:52:01 2453875.1186979171 131.09333 UVM2 -6.9618508 0.099898292 10.330720 107.55662 0 6.1569740e-06 0.88720575 3.7118296e+21
00030701001 2006-05-19T14:43:32 2006-05-19T14:44:22 2453875.1138541671 49.959875 U -6.9634822 0.099875380 7.1547146 107.56167 0 6.1540882e-06 0.88735875 3.7126774e+21
00030701001 2006-05-19T14:48:53 2006-05-19T14:49:44 2453875.1175752319 49.959875 V -6.9622289 0.099891669 9.6157563 107.55771 0 6.1563049e-06 0.88723862 3.7120261e+21
00030701001 2006-05-19T14:41:46 2006-05-19T14:43:27 2453875.1129224543 100.14777 UVW1 -6.9637960 0.099871302 6.5384975 107.56267 0 6.1535334e-06 0.88738883 3.7128405e+21
00030701001 2006-05-19T14:45:26 2006-05-19T14:48:50 2453875.1160648153 203.77961 UVW2 -6.9627376 0.099885057 8.6167954 107.55932 0 6.1554050e-06 0.88728737 3.7122905e+21
00030703001 2006-05-19T17:58:25 2006-05-19T17:59:16 2453875.2491956023 49.970720 B -6.9178455 0.10059388 8.1409630 107.73596 0 6.2355926e-06 0.89266457 3.6889616e+21
00030703001 2006-05-19T18:03:48 2006-05-19T18:06:01 2453875.2534085652 133.63097 UVM2 -6.9164231 0.10061849 10.898044 107.73152 0 6.2381590e-06 0.89252861 3.6882224e+21
00030703001 2006-05-19T17:57:29 2006-05-19T17:58:20 2453875.2485474544 49.981586 U -6.9180643 0.10059149 7.7371957 107.73658 0 6.2351980e-06 0.89268341 3.6890753e+21
00030703001 2006-05-19T18:02:51 2006-05-19T18:03:42 2453875.2522743060 49.970740 V -6.9168061 0.10061129 10.147329 107.73274 0 6.2374679e-06 0.89256607 3.6884214e+21
00030703001 2006-05-19T17:55:43 2006-05-19T17:57:25 2453875.2476157416 100.16950 UVW1 -6.9183789 0.10058806 7.1567801 107.73746 0 6.2346308e-06 0.89271050 3.6892387e+21
00030703001 2006-05-19T17:59:23 2006-05-19T18:02:47 2453875.2507523154 204.78343 UVW2 -6.9173199 0.10060162 9.1399910 107.73439 0 6.2365407e-06 0.89261634 3.6886884e+21
00030704001 2006-05-19T19:34:27 2006-05-19T19:35:17 2453875.3158796299 49.981586 B -6.8953171 0.10095384 8.0078302 107.82155 0 6.2764254e-06 0.89528886 3.6772543e+21
00030704001 2006-05-19T19:39:48 2006-05-19T19:42:01 2453875.3200752316 133.10213 UVM2 -6.8938988 0.10097495 10.780058 107.81693 0 6.2790094e-06 0.89514688 3.6765173e+21
00030704001 2006-05-19T19:33:30 2006-05-19T19:34:21 2453875.3152256948 49.970740 U -6.8955382 0.10095081 7.5697558 107.82230 0 6.2760228e-06 0.89531173 3.6773692e+21
00030704001 2006-05-19T19:38:52 2006-05-19T19:39:43 2453875.3189525469 47.809883 V -6.8942784 0.10096807 10.066393 107.81806 0 6.2783176e-06 0.89518138 3.6767145e+21
00030704001 2006-05-19T19:31:44 2006-05-19T19:33:26 2453875.3142939820 100.15863 UVW1 -6.8958531 0.10094649 6.9455967 107.82336 0 6.2754493e-06 0.89534432 3.6775329e+21
00030704001 2006-05-19T19:35:24 2006-05-19T19:38:48 2453875.3174305558 203.77969 UVW2 -6.8947929 0.10096102 9.0468032 107.81979 0 6.2773803e-06 0.89523461 3.6769819e+21
00030705001 2006-05-19T21:10:25 2006-05-19T21:11:16 2453875.3825289356 49.970720 B -6.8727727 0.10131260 7.7640653 107.90591 0 6.3176899e-06 0.89788738 3.6655387e+21
00030705001 2006-05-19T21:15:47 2006-05-19T21:18:01 2453875.3867361117 134.17275 UVM2 -6.8713485 0.10133628 10.631830 107.90094 0 6.3203104e-06 0.89773398 3.6647986e+21
00030705001 2006-05-19T21:09:30 2006-05-19T21:10:21 2453875.3818923617 49.970720 U -6.8729882 0.10130916 7.3363787 107.90664 0 6.3172935e-06 0.89790994 3.6656507e+21
00030705001 2006-05-19T21:14:51 2006-05-19T21:15:41 2453875.3856018521 49.949029 V -6.8717325 0.10132990 9.8586776 107.90228 0 6.3196038e-06 0.89777533 3.6649981e+21
00030705001 2006-05-19T21:07:44 2006-05-19T21:09:26 2453875.3809606489 100.16952 UVW1 -6.8733035 0.10130632 6.8126571 107.90737 0 6.3167137e-06 0.89793232 3.6658146e+21
00030705001 2006-05-19T21:11:23 2006-05-19T21:14:47 2453875.3840856487 203.77879 UVW2 -6.8722457 0.10132136 8.8251779 107.90407 0 6.3186593e-06 0.89783061 3.6652649e+21
00030706001 2006-05-19T22:47:28 2006-05-19T22:48:18 2453875.4499189816 49.970760 B -6.8499488 0.10167911 8.1640409 107.98725 0 6.3598821e-06 0.90040431 3.6536779e+21
00030706001 2006-05-19T22:52:49 2006-05-19T22:55:01 2453875.4541087970 132.06641 UVM2 -6.8485289 0.10170286 10.887129 107.98273 0 6.3625208e-06 0.90026414 3.6529400e+21
00030706001 2006-05-19T22:46:32 2006-05-19T22:47:23 2453875.4492766210 49.981586 U -6.8501665 0.10167659 7.7553255 107.98792 0 6.3594777e-06 0.90042523 3.6537910e+21
00030706001 2006-05-19T22:51:53 2006-05-19T22:52:44 2453875.4529918986 49.970720 V -6.8489074 0.10169548 10.152978 107.98395 0 6.3618172e-06 0.90030203 3.6531367e+21
00030706001 2006-05-19T22:44:46 2006-05-19T22:46:27 2453875.4483391210 100.15861 UVW1 -6.8504842 0.10167291 7.1588214 107.98891 0 6.3588875e-06 0.90045577 3.6539561e+21
00030706001 2006-05-19T22:48:25 2006-05-19T22:51:49 2453875.4514699080 203.77945 UVW2 -6.8494231 0.10168541 9.1525552 107.98561 0 6.3608586e-06 0.90035368 3.6534047e+21
00030708001 2006-05-20T00:15:12 2006-05-20T00:16:10 2453875.5108912042 57.856287 B -6.8292741 0.10202354 4.7121633 108.07295 0 6.3984677e-06 0.90306877 3.6429339e+21
00030708001 2006-05-20T00:21:22 2006-05-20T00:24:00 2453875.5157523155 155.82947 UVM2 -6.8276249 0.10204010 7.4156579 108.06918 0 6.4015602e-06 0.90295104 3.6420769e+21
00030708001 2006-05-20T00:14:08 2006-05-20T00:15:06 2453875.5101504633 57.845402 U -6.8295254 0.10202170 4.3558963 108.07334 0 6.3979967e-06 0.90308072 3.6430645e+21
00030708001 2006-05-20T00:20:19 2006-05-20T00:21:18 2453875.5144502320 57.845421 V -6.8280666 0.10203373 6.5340164 108.07073 0 6.4007315e-06 0.90299953 3.6423065e+21
00030708001 2006-05-20T00:12:04 2006-05-20T00:14:03 2453875.5090682879 116.87448 UVW1 -6.8298926 0.10201901 3.8354129 108.07390 0 6.3973087e-06 0.90309817 3.6432553e+21
00030708001 2006-05-20T00:16:16 2006-05-20T00:20:14 2453875.5126736118 234.02412 UVW2 -6.8286694 0.10202797 5.5694306 108.07203 0 6.3996013e-06 0.90304003 3.6426197e+21
00030709001 2006-05-20T01:53:46 2006-05-20T01:54:22 2453875.5792129636 35.204595 B -6.8060795 0.10239510 5.4183021 108.15122 0 6.4421749e-06 0.90551284 3.6308805e+21
00030709001 2006-05-20T01:57:35 2006-05-20T01:59:00 2453875.5821469910 83.541703 UVM2 -6.8050829 0.10240469 7.1195155 108.14864 0 6.4440626e-06 0.90543214 3.6303625e+21
00030709001 2006-05-20T01:53:05 2006-05-20T01:53:41 2453875.5787384268 35.215441 U -6.8062407 0.10239355 5.1431553 108.15164 0 6.4418696e-06 0.90552589 3.6309642e+21
00030709001 2006-05-20T01:56:55 2006-05-20T01:57:30 2453875.5813946766 35.204595 V -6.8053384 0.10240223 6.6833071 108.14930 0 6.4435785e-06 0.90545283 3.6304953e+21
00030709001 2006-05-20T01:51:50 2006-05-20T01:53:01 2453875.5780729172 69.649051 UVW1 -6.8064667 0.10239138 4.7572783 108.15222 0 6.4414416e-06 0.90554420 3.6310817e+21
00030709001 2006-05-20T01:54:28 2006-05-20T01:56:49 2453875.5803067135 139.54205 UVW2 -6.8057080 0.10239868 6.0524823 108.15026 0 6.4428785e-06 0.90548275 3.6306874e+21
00030710001 2006-05-20T03:33:22 2006-05-20T03:34:00 2453875.6483912040 37.180925 B -6.7825643 0.10277225 6.7126752 108.22673 0 6.4869448e-06 0.90788076 3.6186604e+21
00030710001 2006-05-20T03:37:25 2006-05-20T03:39:00 2453875.6515335655 93.422741 UVM2 -6.7814954 0.10278535 8.7501556 108.22320 0 6.4889907e-06 0.90776989 3.6181049e+21
00030710001 2006-05-20T03:32:39 2006-05-20T03:33:17 2453875.6478935191 37.180925 U -6.7827336 0.10277017 6.3899806 108.22729 0 6.4866209e-06 0.90789832 3.6187484e+21
00030710001 2006-05-20T03:36:43 2006-05-20T03:37:21 2453875.6507175928 37.180905 V -6.7817729 0.10278195 8.2210859 108.22411 0 6.4884594e-06 0.90779868 3.6182492e+21
00030710001 2006-05-20T03:31:19 2006-05-20T03:32:35 2453875.6471875003 74.578990 UVW1 -6.7829738 0.10276723 5.9322040 108.22808 0 6.4861614e-06 0.90792323 3.6188732e+21
00030710001 2006-05-20T03:34:06 2006-05-20T03:36:38 2453875.6495601856 150.35443 UVW2 -6.7821666 0.10277712 7.4706329 108.22541 0 6.4877058e-06 0.90783951 3.6184538e+21
00030711001 2006-05-20T05:12:20 2006-05-20T05:12:59 2453875.7171238433 38.169070 B -6.7591712 0.10315072 7.8308948 108.30072 0 6.5319470e-06 0.91021058 3.6065038e+21
00030711001 2006-05-20T05:16:27 2006-05-20T05:18:00 2453875.7202951396 91.491037 UVM2 -6.7580912 0.10316705 9.9966167 108.29679 0 6.5340360e-06 0.91008670 3.6059425e+21
00030711001 2006-05-20T05:11:36 2006-05-20T05:12:15 2453875.7166145840 38.158224 U -6.7593447 0.10314810 7.4831146 108.30135 0 6.5316117e-06 0.91023047 3.6065939e+21
00030711001 2006-05-20T05:15:44 2006-05-20T05:16:23 2453875.7194849541 38.169070 V -6.7583671 0.10316288 9.4433299 108.29779 0 6.5335022e-06 0.91011834 3.6060859e+21
00030711001 2006-05-20T05:10:14 2006-05-20T05:11:30 2453875.7158796303 75.567174 UVW1 -6.7595950 0.10314432 6.9812046 108.30226 0 6.5311277e-06 0.91025919 3.6067240e+21
00030711001 2006-05-20T05:13:04 2006-05-20T05:15:39 2453875.7183043985 152.33207 UVW2 -6.7587692 0.10315680 8.6371122 108.29925 0 6.5327246e-06 0.91016446 3.6062949e+21
00030712001 2006-05-20T06:54:21 2006-05-20T06:55:07 2453875.7880092598 45.064473 B -6.7350142 0.10354528 10.491831 108.37018 0 6.5789124e-06 0.91240657 3.5939502e+21
00030712001 2006-05-20T06:59:09 2006-05-20T07:01:00 2453875.7917187507 109.25533 UVM2 -6.7337493 0.10356823 13.009373 108.36557 0 6.5813856e-06 0.91226056 3.5932928e+21
00030712001 2006-05-20T06:53:30 2006-05-20T06:54:16 2453875.7874189820 45.064473 U -6.7352154 0.10354165 10.089624 108.37092 0 6.5785189e-06 0.91242999 3.5940548e+21
00030712001 2006-05-20T06:58:19 2006-05-20T06:59:05 2453875.7907638894 45.042761 V -6.7340749 0.10356223 12.368796 108.36673 0 6.5807488e-06 0.91229731 3.5934620e+21
00030712001 2006-05-20T06:51:55 2006-05-20T06:53:26 2453875.7865798613 89.325402 UVW1 -6.7355016 0.10353649 9.5178591 108.37197 0 6.5779597e-06 0.91246328 3.5942035e+21
00030712001 2006-05-20T06:55:12 2006-05-20T06:58:14 2453875.7893865746 178.90497 UVW2 -6.7345445 0.10355375 11.430313 108.36846 0 6.5798305e-06 0.91235194 3.5937061e+21
00030713001 2006-05-20T08:32:18 2006-05-20T08:33:00 2453875.8560069450 41.122699 B -6.7118117 0.10392639 11.198460 108.44161 0 6.6245003e-06 0.91467327 3.5818926e+21
00030713001 2006-05-20T08:36:44 2006-05-20T08:38:50 2453875.8595717596 123.78484 UVM2 -6.7105947 0.10395179 13.493095 108.43755 0 6.6269049e-06 0.91454427 3.5812602e+21
00030713001 2006-05-20T08:31:32 2006-05-20T08:32:14 2453875.8554745377 41.122718 U -6.7119935 0.10392259 10.855754 108.44221 0 6.6241413e-06 0.91469254 3.5819871e+21
00030713001 2006-05-20T08:35:58 2006-05-20T08:36:40 2453875.8585532410 41.111853 V -6.7109424 0.10394453 12.837485 108.43871 0 6.6262177e-06 0.91458112 3.5814409e+21
00030713001 2006-05-20T08:30:04 2006-05-20T08:31:28 2453875.8546990743 82.451731 UVW1 -6.7122582 0.10391706 10.356596 108.44310 0 6.6236184e-06 0.91472060 3.5821247e+21
00030713001 2006-05-20T08:33:06 2006-05-20T08:35:53 2453875.8572858805 165.12383 UVW2 -6.7113751 0.10393550 12.021698 108.44015 0 6.6253628e-06 0.91462699 3.5816657e+21
00030714001 2006-05-20T10:12:59 2006-05-20T10:13:56 2453875.9260127321 55.890804 B -6.6878944 0.10432515 13.137714 108.50936 0 6.6719910e-06 0.91683136 3.5694636e+21
00030714001 2006-05-20T10:18:55 2006-05-20T10:21:46 2453875.9307928248 168.09031 UVM2 -6.6862602 0.10436390 15.787057 108.50538 0 6.6752552e-06 0.91670443 3.5686143e+21
00030714001 2006-05-20T10:11:58 2006-05-20T10:12:54 2453875.9253009264 55.879938 U -6.6881377 0.10431944 12.730824 108.50999 0 6.6715051e-06 0.91685162 3.5695900e+21
00030714001 2006-05-20T10:17:54 2006-05-20T10:18:51 2453875.9294270836 55.869072 V -6.6867271 0.10435255 15.089461 108.50631 0 6.6743223e-06 0.91673416 3.5688570e+21
00030714001 2006-05-20T10:09:59 2006-05-20T10:11:53 2453875.9242592598 111.98794 UVW1 -6.6884939 0.10431108 12.135376 108.51092 0 6.6707941e-06 0.91688128 3.5697751e+21
00030714001 2006-05-20T10:14:02 2006-05-20T10:17:49 2453875.9277256951 224.17499 UVW2 -6.6873088 0.10433889 14.116896 108.50783 0 6.6731604e-06 0.91678259 3.5691593e+21
00030715001 2006-05-20T11:26:49 2006-05-20T11:27:39 2453875.9772453709 49.006247 B -6.6703715 0.10462885 3.8779174 108.59440 0 6.7071102e-06 0.91955172 3.5603575e+21
00030715001 2006-05-20T11:32:06 2006-05-20T11:34:00 2453875.9812847227 112.28547 UVM2 -6.6689891 0.10464027 5.7447963 108.59217 0 6.7098918e-06 0.91948033 3.5596391e+21
00030715001 2006-05-20T11:25:54 2006-05-20T11:26:44 2453875.9766087970 48.995420 U -6.6705893 0.10462768 3.6889252 108.59440 0 6.7066721e-06 0.91955172 3.5604707e+21
00030715001 2006-05-20T11:31:11 2006-05-20T11:32:01 2453875.9802777786 48.984554 V -6.6693337 0.10463652 5.1284439 108.59323 0 6.7091982e-06 0.91951427 3.5598182e+21
00030715001 2006-05-20T11:24:10 2006-05-20T11:25:50 2453875.9756944450 98.186289 UVW1 -6.6709023 0.10462600 3.4174636 108.59440 0 6.7060428e-06 0.91955172 3.5606333e+21
00030715001 2006-05-20T11:27:45 2006-05-20T11:31:06 2453875.9787673615 197.61337 UVW2 -6.6698506 0.10463164 4.3297807 108.59440 0 6.7081580e-06 0.91955172 3.5600868e+21
00030716001 2006-05-20T13:02:50 2006-05-20T13:03:19 2453876.0438020835 29.297337 B -6.6475833 0.10500865 3.7510719 108.66282 0 6.7531975e-06 0.92174945 3.5485152e+21
00030716001 2006-05-20T13:06:05 2006-05-20T13:07:00 2453876.0462094913 54.332001 UVM2 -6.6467584 0.10501438 4.7893059 108.66171 0 6.7548741e-06 0.92171371 3.5480866e+21
00030716001 2006-05-20T13:02:15 2006-05-20T13:02:45 2453876.0434027785 29.308203 U -6.6477201 0.10500770 3.5788651 108.66300 0 6.7529195e-06 0.92175538 3.5485863e+21
00030716001 2006-05-20T13:05:30 2006-05-20T13:06:00 2453876.0456597228 29.308203 V -6.6469468 0.10501307 4.5522093 108.66196 0 6.7544912e-06 0.92172187 3.5481845e+21
00030716001 2006-05-20T13:01:11 2006-05-20T13:02:11 2453876.0428356486 58.844432 UVW1 -6.6479144 0.10500635 3.3342811 108.66326 0 6.7525246e-06 0.92176380 3.5486873e+21
00030716001 2006-05-20T13:03:25 2006-05-20T13:05:26 2453876.0447395835 118.86498 UVW2 -6.6472621 0.10501088 4.1553842 108.66239 0 6.7538503e-06 0.92173553 3.5483483e+21
00030717001 2006-05-20T14:39:07 2006-05-20T14:39:42 2453876.1107002320 34.227276 B -6.6246503 0.10538957 3.5746096 108.73024 0 6.8000586e-06 0.92392316 3.5365977e+21
00030717001 2006-05-20T14:42:52 2006-05-20T14:44:00 2453876.1134953713 66.710400 UVM2 -6.6236916 0.10539762 4.9417896 108.72834 0 6.8020277e-06 0.92386183 3.5360995e+21
00030717001 2006-05-20T14:38:27 2006-05-20T14:39:02 2453876.1102372692 34.238142 U -6.6248091 0.10538882 3.4932361 108.73006 0 6.7997325e-06 0.92391735 3.5366803e+21
00030717001 2006-05-20T14:42:14 2006-05-20T14:42:48 2453876.1128587965 34.227296 V -6.6239099 0.10539565 4.5960473 108.72889 0 6.8015792e-06 0.92387958 3.5362130e+21
00030717001 2006-05-20T14:37:13 2006-05-20T14:38:23 2453876.1095833341 68.671772 UVW1 -6.6250334 0.10538777 3.3782961 108.72981 0 6.7992720e-06 0.92390913 3.5367968e+21
00030717001 2006-05-20T14:39:48 2006-05-20T14:42:09 2453876.1117881951 138.55168 UVW2 -6.6242771 0.10539233 4.0145725 108.72982 0 6.8008250e-06 0.92390944 3.5364038e+21
