OBS_ID START.[UT] END.[UT] MIDTIME EXP_TIME.[s] FILTER HELIO.[AU] HELIOV.[km/s] RANGE.[AU] PHASE[deg] MODCOR gOH[ph/s/molec] PHASECOR[0deg] Z[molec/cm2/s]
00030620001 2006-05-08T02:11:13 2006-05-08T02:14:43 2453863.5923379636 209.78125 UVW2 -10.388626 0.086985712 -2.7313090 70.183522 0 2.7647326e-06 0.37763893 5.4926110e+21
00030621001 2006-05-08T03:21:14 2006-05-08T03:21:46 2453863.6399305561 32.249708 B -10.376427 0.086822827 -11.529645 70.374131 0 2.7712336e-06 0.37852098 5.4862715e+21
00030621001 2006-05-08T03:24:46 2006-05-08T03:26:01 2453863.6426331028 75.366493 UVM2 -10.375734 0.086805885 -10.599790 70.384327 0 2.7716034e-06 0.37856848 5.4859114e+21
00030621001 2006-05-08T03:20:36 2006-05-08T03:21:09 2453863.6394965285 32.260535 U -10.376538 0.086825548 -11.678979 70.372494 0 2.7711742e-06 0.37851335 5.4863293e+21
00030621001 2006-05-08T03:24:07 2006-05-08T03:24:40 2453863.6419386580 32.260554 V -10.375912 0.086810238 -10.838725 70.381707 0 2.7715083e-06 0.37855627 5.4860039e+21
00030621001 2006-05-08T03:19:26 2006-05-08T03:20:31 2453863.6388715282 63.739288 UVW1 -10.376698 0.086829479 -11.888342 70.370114 0 2.7710887e-06 0.37850227 5.4864126e+21
00030621001 2006-05-08T03:21:53 2006-05-08T03:24:03 2453863.6409490746 129.78121 UVW2 -10.376166 0.086816442 -11.179207 70.377974 0 2.7713729e-06 0.37853888 5.4861358e+21
00030622001 2006-05-08T03:28:06 2006-05-08T03:28:38 2453863.6446990743 31.272448 B -10.375204 0.086792934 -9.8889584 70.392121 0 2.7718861e-06 0.37860481 5.4856361e+21
00030622001 2006-05-08T03:31:33 2006-05-08T03:33:01 2453863.6474189819 88.463753 UVM2 -10.374506 0.086778766 -8.6575310 70.400304 0 2.7722587e-06 0.37864298 5.4852735e+21
00030622001 2006-05-08T03:27:30 2006-05-08T03:28:01 2453863.6442766208 31.283294 U -10.375312 0.086795582 -10.034310 70.390527 0 2.7718283e-06 0.37859738 5.4856924e+21
00030622001 2006-05-08T03:30:56 2006-05-08T03:31:27 2453863.6466608802 31.283274 V -10.374701 0.086782140 -9.0596946 70.398438 0 2.7721548e-06 0.37863427 5.4853746e+21
00030622001 2006-05-08T03:26:22 2006-05-08T03:27:25 2453863.6436747690 62.762008 UVW1 -10.375467 0.086799355 -10.241387 70.388257 0 2.7717459e-06 0.37858679 5.4857726e+21
00030622001 2006-05-08T03:28:44 2006-05-08T03:30:52 2453863.6456944449 127.77365 UVW2 -10.374949 0.086786694 -9.5464850 70.395876 0 2.7720223e-06 0.37862232 5.4855035e+21
00030624001 2006-05-08T03:42:51 2006-05-08T03:43:28 2453863.6549710655 36.202172 B -10.372568 0.086749861 -4.7151733 70.417004 0 2.7732941e-06 0.37872093 5.4842663e+21
00030624001 2006-05-08T03:46:50 2006-05-08T03:48:01 2453863.6579340287 71.882153 UVM2 -10.371808 0.086743030 -3.2297221 70.421740 0 2.7737005e-06 0.37874305 5.4838713e+21
00030624001 2006-05-08T03:42:09 2006-05-08T03:42:46 2453863.6544849542 36.202192 U -10.372693 0.086750982 -4.9588802 70.416227 0 2.7732275e-06 0.37871730 5.4843311e+21
00030624001 2006-05-08T03:46:08 2006-05-08T03:46:44 2453863.6572453706 36.191326 V -10.371985 0.086744617 -3.5749738 70.420639 0 2.7736060e-06 0.37873791 5.4839631e+21
00030624001 2006-05-08T03:40:51 2006-05-08T03:42:05 2453863.6537962970 72.610689 UVW1 -10.372870 0.086752570 -5.3041314 70.415126 0 2.7731330e-06 0.37871216 5.4844229e+21
00030624001 2006-05-08T03:43:36 2006-05-08T03:46:04 2453863.6561342599 147.77597 UVW2 -10.372270 0.086747179 -4.1320177 70.418863 0 2.7734536e-06 0.37872961 5.4841113e+21
00030625001 2006-05-08T03:50:07 2006-05-08T03:50:39 2453863.6599884266 31.283294 B -10.371281 0.086738719 -2.2616805 70.425013 0 2.7739823e-06 0.37875834 5.4835974e+21
00030625001 2006-05-08T03:53:35 2006-05-08T03:55:01 2453863.6627083337 86.918713 UVM2 -10.370583 0.086736802 -1.5306360 70.429244 0 2.7743557e-06 0.37877812 5.4832347e+21
00030625001 2006-05-08T03:49:31 2006-05-08T03:50:02 2453863.6595659731 31.272428 U -10.371389 0.086739267 -2.4115636 70.424349 0 2.7739243e-06 0.37875524 5.4836538e+21
00030625001 2006-05-08T03:52:57 2006-05-08T03:53:29 2453863.6619560188 31.272428 V -10.370776 0.086737332 -1.7328399 70.428074 0 2.7742524e-06 0.37877265 5.4833350e+21
00030625001 2006-05-08T03:48:23 2006-05-08T03:49:26 2453863.6589641208 62.762008 UVW1 -10.371544 0.086740655 -2.7132960 70.423387 0 2.7738417e-06 0.37875075 5.4837340e+21
00030625001 2006-05-08T03:50:46 2006-05-08T03:52:54 2453863.6609953707 127.78491 UVW2 -10.371023 0.086738009 -1.9910386 70.426579 0 2.7741205e-06 0.37876566 5.4834631e+21
00030626001 2006-05-11T12:04:09 2006-05-11T12:04:55 2453867.0031481488 45.051842 B -9.4728383 0.078998913 -2.4557607 83.570686 0 3.3249301e-06 0.46795539 5.0167066e+21
00030626001 2006-05-11T12:09:01 2006-05-11T12:11:01 2453867.0069560190 120.58045 UVM2 -9.4717689 0.078993803 -0.67552448 83.577315 0 3.3256808e-06 0.46801747 5.0161509e+21
00030626001 2006-05-11T12:03:18 2006-05-11T12:04:04 2453867.0025578709 45.051842 U -9.4730041 0.078999708 -2.7318094 83.569658 0 3.3248138e-06 0.46794576 5.0167927e+21
00030626001 2006-05-11T12:08:10 2006-05-11T12:08:55 2453867.0059317136 45.051842 V -9.4720566 0.078995162 -1.1540016 83.575536 0 3.3254789e-06 0.46800081 5.0163004e+21
00030626001 2006-05-11T12:01:42 2006-05-11T12:03:14 2453867.0017129635 90.320816 UVW1 -9.4732414 0.079000847 -3.1269380 83.568186 0 3.3246473e-06 0.46793197 5.0169160e+21
00030626001 2006-05-11T12:05:01 2006-05-11T12:08:06 2453867.0045543988 184.78081 UVW2 -9.4724434 0.078997018 -1.7981152 83.573137 0 3.3252073e-06 0.46797834 5.0165014e+21
00030627001 2006-05-11T00:58:46 2006-05-11T00:59:35 2453866.5410937509 48.016220 B -9.6018302 0.079499432 0.28603881 81.658907 0 3.2362073e-06 0.45110365 5.0837394e+21
00030627001 2006-05-11T01:03:55 2006-05-11T01:06:01 2453866.5451157410 126.18479 UVM2 -9.6007140 0.079502556 1.5899818 81.664863 0 3.2369600e-06 0.45115403 5.0831593e+21
00030627001 2006-05-11T00:57:53 2006-05-11T00:58:41 2453866.5404745378 47.983623 U -9.6020021 0.079499795 -0.0010703091 81.658051 0 3.2360915e-06 0.45109641 5.0838287e+21
00030627001 2006-05-11T01:03:01 2006-05-11T01:03:50 2453866.5440451396 48.016180 V -9.6010111 0.079501482 1.2676908 81.663260 0 3.2367596e-06 0.45114047 5.0833137e+21
00030627001 2006-05-11T00:56:10 2006-05-11T00:57:48 2453866.5395717598 96.195263 UVW1 -9.6022526 0.079500325 -0.41965932 81.656803 0 3.2359226e-06 0.45108586 5.0839589e+21
00030627001 2006-05-11T00:59:41 2006-05-11T01:02:57 2453866.5425810190 195.77975 UVW2 -9.6014174 0.079500013 0.82693572 81.661068 0 3.2364856e-06 0.45112192 5.0835249e+21
00030628001 2006-05-11T02:34:17 2006-05-11T02:35:15 2453866.6074768524 57.843111 B -9.5833933 0.079415919 -0.0084567524 81.932543 0 3.2486692e-06 0.45342568 5.0741583e+21
00030628001 2006-05-11T02:40:27 2006-05-11T02:43:01 2453866.6123148156 154.78093 UVM2 -9.5820484 0.079417915 1.7997911 81.939351 0 3.2495812e-06 0.45348362 5.0734594e+21
00030628001 2006-05-11T02:33:13 2006-05-11T02:34:11 2453866.6067361115 57.853996 U -9.5835992 0.079415859 -0.32483085 81.931593 0 3.2485296e-06 0.45341760 5.0742653e+21
00030628001 2006-05-11T02:39:23 2006-05-11T02:40:21 2453866.6110185189 57.843130 V -9.5824089 0.079416208 1.5042065 81.937084 0 3.2493367e-06 0.45346433 5.0736468e+21
00030628001 2006-05-11T02:31:10 2006-05-11T02:33:08 2453866.6056597228 115.90339 UVW1 -9.5838984 0.079415771 -0.78456174 81.930213 0 3.2483268e-06 0.45340586 5.0744208e+21
00030628001 2006-05-11T02:35:22 2006-05-11T02:39:18 2453866.6092592599 235.78561 UVW2 -9.5828979 0.079416064 0.75281829 81.934828 0 3.2490051e-06 0.45344513 5.0739009e+21
00030629001 2006-05-11T18:30:13 2006-05-11T18:31:00 2453867.2712557875 46.039948 B -9.3972833 0.078798821 -2.1959846 84.669471 0 3.3786056e-06 0.47837390 4.9774431e+21
00030629001 2006-05-11T18:35:11 2006-05-11T18:37:01 2453867.2750694454 109.95485 UVM2 -9.3962044 0.078797184 -0.39323214 84.674633 0 3.3793815e-06 0.47842373 4.9768825e+21
00030629001 2006-05-11T18:29:21 2006-05-11T18:30:08 2453867.2706539361 46.029103 U -9.3974535 0.078799402 -2.4665951 84.668450 0 3.3784832e-06 0.47836405 4.9775316e+21
00030629001 2006-05-11T18:34:19 2006-05-11T18:35:06 2453867.2741030101 46.039948 V -9.3964778 0.078797599 -0.85007531 84.673325 0 3.3791849e-06 0.47841110 4.9770245e+21
00030629001 2006-05-11T18:27:43 2006-05-11T18:29:17 2453867.2697916673 92.286202 UVW1 -9.3976973 0.078801328 -2.8074339 84.666289 0 3.3783080e-06 0.47834320 4.9776583e+21
00030629001 2006-05-11T18:31:07 2006-05-11T18:34:15 2453867.2726967596 187.78169 UVW2 -9.3968756 0.078798202 -1.5148233 84.671422 0 3.3788988e-06 0.47839273 4.9772313e+21
00030630001 2006-05-11T20:06:15 2006-05-11T20:07:02 2453867.3379456024 46.029103 B -9.3784083 0.078760987 -2.2023641 84.942165 0 3.3922179e-06 0.48102969 4.9676344e+21
00030630001 2006-05-11T20:11:12 2006-05-11T20:13:01 2453867.3417418986 109.09489 UVM2 -9.3773329 0.078757644 -0.50402102 84.948529 0 3.3929959e-06 0.48109231 4.9670756e+21
00030630001 2006-05-11T20:05:24 2006-05-11T20:06:11 2453867.3373553250 46.050814 U -9.3785755 0.078761931 -2.4635798 84.940992 0 3.3920970e-06 0.48101815 4.9677213e+21
00030630001 2006-05-11T20:10:20 2006-05-11T20:11:07 2453867.3407812505 46.029103 V -9.3776050 0.078757390 -0.94118772 84.947395 0 3.3927990e-06 0.48108114 4.9672170e+21
00030630001 2006-05-11T20:03:45 2006-05-11T20:05:18 2453867.3364756950 92.286222 UVW1 -9.3788247 0.078763338 -2.8528429 84.939244 0 3.3919168e-06 0.48100095 4.9678508e+21
00030630001 2006-05-11T20:07:09 2006-05-11T20:10:16 2453867.3393807877 187.78135 UVW2 -9.3780017 0.078758691 -1.5672508 84.945018 0 3.3925121e-06 0.48105775 4.9674231e+21
00030631001 2006-05-11T21:41:39 2006-05-11T21:42:26 2453867.4041956021 46.039948 B -9.3596270 0.078726585 -2.5248711 85.214926 0 3.4058446e-06 0.48374288 4.9578744e+21
00030631001 2006-05-11T21:46:37 2006-05-11T21:48:57 2453867.4081828706 140.78085 UVM2 -9.3584957 0.078722928 -0.65572270 85.221186 0 3.4066680e-06 0.48380582 4.9572865e+21
00030631001 2006-05-11T21:40:48 2006-05-11T21:41:35 2453867.4036053247 46.039968 U -9.3597944 0.078727127 -2.8015808 85.213999 0 3.4057227e-06 0.48373357 4.9579614e+21
00030631001 2006-05-11T21:45:44 2006-05-11T21:46:31 2453867.4070312502 46.039948 V -9.3588224 0.078723984 -1.1955784 85.219378 0 3.4064301e-06 0.48378764 4.9574563e+21
00030631001 2006-05-11T21:39:10 2006-05-11T21:40:43 2453867.4027372692 92.297087 UVW1 -9.3600407 0.078727991 -3.2029889 85.212579 0 3.4055435e-06 0.48371929 4.9580894e+21
00030631001 2006-05-11T21:42:32 2006-05-11T21:45:40 2453867.4056250006 187.78203 UVW2 -9.3592214 0.078725274 -1.8547989 85.217170 0 3.4061397e-06 0.48376544 4.9576636e+21
00030632001 2006-05-11T23:18:40 2006-05-11T23:19:27 2453867.4715682874 46.039948 B -9.3404949 0.078694578 -2.2839142 85.489226 0 3.4198104e-06 0.48652430 4.9479321e+21
00030632001 2006-05-11T23:23:39 2006-05-11T23:26:00 2453867.4755729171 140.78235 UVM2 -9.3393566 0.078692540 -0.43935840 85.495047 0 3.4206440e-06 0.48658380 4.9473406e+21
00030632001 2006-05-11T23:17:48 2006-05-11T23:18:35 2453867.4709664360 46.050814 U -9.3406660 0.078695795 -2.5234843 85.487779 0 3.4196852e-06 0.48650950 4.9480210e+21
00030632001 2006-05-11T23:22:47 2006-05-11T23:23:34 2453867.4744270835 46.039948 V -9.3396824 0.078692785 -0.98112392 85.493594 0 3.4204054e-06 0.48656895 4.9475098e+21
00030632001 2006-05-11T23:16:10 2006-05-11T23:17:44 2453867.4701041672 92.286222 UVW1 -9.3409110 0.078697539 -2.8667149 85.485705 0 3.4195059e-06 0.48648831 4.9481483e+21
00030632001 2006-05-11T23:19:35 2006-05-11T23:22:43 2453867.4730208339 187.78125 UVW2 -9.3400821 0.078693085 -1.6460176 85.491811 0 3.4201127e-06 0.48655072 4.9477176e+21
00030634001 2006-05-12T02:38:51 2006-05-12T02:39:39 2453867.6105902782 47.017209 B -9.3009117 0.078642339 0.19734552 86.042234 0 3.4489794e-06 0.49223982 4.9273620e+21
00030634001 2006-05-12T02:43:56 2006-05-12T02:46:01 2453867.6145659727 124.61683 UVM2 -9.2997777 0.078645902 1.8739917 86.046932 0 3.4498206e-06 0.49228876 4.9267727e+21
00030634001 2006-05-12T02:37:58 2006-05-12T02:38:46 2453867.6099768523 47.017209 U -9.3010867 0.078642769 -0.091108737 86.041333 0 3.4488496e-06 0.49223044 4.9274529e+21
00030634001 2006-05-12T02:43:03 2006-05-12T02:43:51 2453867.6135069449 47.028074 V -9.3000798 0.078644698 1.4351190 86.045726 0 3.4495965e-06 0.49227621 4.9269297e+21
00030634001 2006-05-12T02:36:17 2006-05-12T02:37:54 2453867.6090914356 95.239714 UVW1 -9.3013392 0.078643391 -0.50746261 86.040033 0 3.4486624e-06 0.49221689 4.9275842e+21
00030634001 2006-05-12T02:39:46 2006-05-12T02:42:59 2453867.6120659728 193.78277 UVW2 -9.3004908 0.078643059 0.83796451 86.044086 0 3.4492916e-06 0.49225912 4.9271433e+21
00030635001 2006-05-12T04:22:28 2006-05-12T04:23:11 2453867.6825173618 43.097322 B -9.2803785 0.078628751 2.3320328 86.320443 0 3.4642579e-06 0.49514902 4.9166916e+21
00030635001 2006-05-12T04:27:10 2006-05-12T04:29:01 2453867.6861747690 111.57861 UVM2 -9.2793332 0.078635060 3.6287619 86.325180 0 3.4650386e-06 0.49519878 4.9161484e+21
00030635001 2006-05-12T04:21:39 2006-05-12T04:22:23 2453867.6819560193 43.097302 U -9.2805389 0.078627782 2.1330095 86.319716 0 3.4641382e-06 0.49514138 4.9167749e+21
00030635001 2006-05-12T04:26:20 2006-05-12T04:27:04 2453867.6852083337 43.086456 V -9.2796094 0.078633393 3.2861135 86.323928 0 3.4648323e-06 0.49518563 4.9162919e+21
00030635001 2006-05-12T04:20:06 2006-05-12T04:21:34 2453867.6811342598 87.367324 UVW1 -9.2807737 0.078626364 1.8416557 86.318651 0 3.4639628e-06 0.49513021 4.9168970e+21
00030635001 2006-05-12T04:23:18 2006-05-12T04:26:16 2453867.6838773154 177.78537 UVW2 -9.2799898 0.078631097 2.8142026 86.322204 0 3.4645482e-06 0.49516752 4.9164896e+21
00030636001 2006-05-12T06:04:38 2006-05-12T06:05:08 2453867.7533912044 29.296177 B -9.2601088 0.078622206 3.6769896 86.597622 0 3.4794404e-06 0.49807629 4.9061581e+21
00030636001 2006-05-12T06:07:53 2006-05-12T06:09:01 2453867.7558680559 68.801273 UVM2 -9.2593996 0.078627707 4.3644198 86.601581 0 3.4799735e-06 0.49811837 4.9057895e+21
00030636001 2006-05-12T06:04:03 2006-05-12T06:04:33 2453867.7529861117 29.307042 U -9.2602248 0.078621306 3.5645594 86.596975 0 3.4793532e-06 0.49806941 4.9062184e+21
00030636001 2006-05-12T06:07:18 2006-05-12T06:07:47 2453867.7552372692 29.307023 V -9.2595802 0.078626306 4.1893501 86.600573 0 3.4798377e-06 0.49810765 4.9058834e+21
00030636001 2006-05-12T06:02:59 2006-05-12T06:03:59 2453867.7524189819 58.831256 UVW1 -9.2603872 0.078620047 3.4071571 86.596068 0 3.4792311e-06 0.49805978 4.9063028e+21
00030636001 2006-05-12T06:05:14 2006-05-12T06:07:14 2453867.7543287044 119.78589 UVW2 -9.2598403 0.078624288 3.9371852 86.599121 0 3.4796422e-06 0.49809221 4.9060186e+21
00030637001 2006-05-12T10:32:29 2006-05-12T10:33:00 2453867.9394039353 30.295168 B -9.2067384 0.078597824 -2.3131306 87.389055 0 3.5198965e-06 0.50668515 4.8784233e+21
00030637001 2006-05-12T10:35:49 2006-05-12T10:37:01 2453867.9419560190 71.747153 UVM2 -9.2060045 0.078595371 -1.1628213 87.393280 0 3.5204577e-06 0.50673223 4.8780419e+21
00030637001 2006-05-12T10:31:53 2006-05-12T10:32:24 2453867.9389872691 30.295129 U -9.2068582 0.078598224 -2.5009360 87.388365 0 3.5198049e-06 0.50667746 4.8784855e+21
00030637001 2006-05-12T10:35:13 2006-05-12T10:35:44 2453867.9413020839 30.295148 V -9.2061925 0.078595999 -1.4575717 87.392197 0 3.5203139e-06 0.50672017 4.8781396e+21
00030637001 2006-05-12T10:30:47 2006-05-12T10:31:49 2453867.9384027785 60.785757 UVW1 -9.2070263 0.078598786 -2.7643854 87.387397 0 3.5196764e-06 0.50666668 4.8785729e+21
00030637001 2006-05-12T10:33:07 2006-05-12T10:35:10 2453867.9403761579 122.77565 UVW2 -9.2064588 0.078596889 -1.8749175 87.390664 0 3.5201103e-06 0.50670308 4.8782780e+21
00030638001 2006-05-12T12:09:14 2006-05-12T12:10:00 2453868.0066782413 45.051842 B -9.1873745 0.078599062 -2.1858213 87.659905 0 3.5347497e-06 0.50972543 4.8683605e+21
00030638001 2006-05-12T12:14:05 2006-05-12T12:16:01 2453868.0104513895 116.03383 UVM2 -9.1862874 0.078597592 -0.42822922 87.665145 0 3.5355863e-06 0.50978467 4.8677956e+21
00030638001 2006-05-12T12:08:23 2006-05-12T12:09:09 2453868.0060879635 45.062688 U -9.1875446 0.078600226 -2.3896773 87.658367 0 3.5346188e-06 0.50970805 4.8684489e+21
00030638001 2006-05-12T12:13:14 2006-05-12T12:14:00 2453868.0094560189 45.051803 V -9.1865742 0.078597860 -0.90099002 87.663855 0 3.5353655e-06 0.50977008 4.8679446e+21
00030638001 2006-05-12T12:06:48 2006-05-12T12:08:18 2453868.0052430560 89.332730 UVW1 -9.1877880 0.078601893 -2.6814711 87.656165 0 3.5344316e-06 0.50968316 4.8685754e+21
00030638001 2006-05-12T12:10:07 2006-05-12T12:13:09 2453868.0080787046 182.78383 UVW2 -9.1869710 0.078598231 -1.5551587 87.662069 0 3.5350601e-06 0.50974990 4.8681508e+21
00030639001 2006-05-12T13:46:14 2006-05-12T13:47:00 2453868.0740393521 45.062668 B -9.1679533 0.078606599 -1.8693470 87.928630 0 3.5497416e-06 0.51278211 4.8582680e+21
00030639001 2006-05-12T13:51:06 2006-05-12T13:53:01 2453868.0778182875 115.54855 UVM2 -9.1668630 0.078603946 -0.22544417 87.934926 0 3.5505860e-06 0.51285416 4.8577014e+21
00030639001 2006-05-12T13:45:24 2006-05-12T13:46:10 2453868.0734606488 45.051823 U -9.1681203 0.078607409 -2.1064267 87.927455 0 3.5496123e-06 0.51276866 4.8583547e+21
00030639001 2006-05-12T13:50:14 2006-05-12T13:50:59 2453868.0768113434 45.062688 V -9.1671535 0.078603500 -0.70542929 87.933853 0 3.5503609e-06 0.51284188 4.8578523e+21
00030639001 2006-05-12T13:43:48 2006-05-12T13:45:19 2453868.0726099545 89.343556 UVW1 -9.1683658 0.078608599 -2.4549340 87.925727 0 3.5494223e-06 0.51274889 4.8584823e+21
00030639001 2006-05-12T13:47:07 2006-05-12T13:50:09 2453868.0754398154 182.77233 UVW2 -9.1675493 0.078604640 -1.2956136 87.931475 0 3.5500545e-06 0.51281467 4.8580580e+21
00030640001 2006-05-12T18:35:16 2006-05-12T18:36:01 2453868.2747511580 44.552347 B -9.1098929 0.078652845 -1.7876913 88.730748 0 3.5951344e-06 0.52210696 4.8280959e+21
00030640001 2006-05-12T18:40:07 2006-05-12T18:42:02 2453868.2785243061 115.04271 UVM2 -9.1087989 0.078649734 -0.17470121 88.737256 0 3.5959979e-06 0.52218377 4.8275274e+21
00030640001 2006-05-12T18:34:25 2006-05-12T18:35:10 2453868.2741608806 45.051842 U -9.1100640 0.078653549 -2.0325215 88.729625 0 3.5949994e-06 0.52209371 4.8281848e+21
00030640001 2006-05-12T18:39:15 2006-05-12T18:40:01 2453868.2775231488 45.062688 V -9.1090893 0.078649541 -0.63794845 88.736019 0 3.5957687e-06 0.52216918 4.8276783e+21
00030640001 2006-05-12T18:32:49 2006-05-12T18:34:20 2453868.2733159726 89.332710 UVW1 -9.1103089 0.078654556 -2.3829653 88.728018 0 3.5948061e-06 0.52207475 4.8283121e+21
00030640001 2006-05-12T18:36:08 2006-05-12T18:39:11 2453868.2761516208 182.77209 UVW2 -9.1094869 0.078651176 -1.2068192 88.733411 0 3.5954548e-06 0.52213839 4.8278849e+21
00030641001 2006-05-12T20:11:16 2006-05-12T20:12:02 2453868.3414236116 45.051842 B -9.0905419 0.078676281 -1.9400753 88.996769 0 3.6104572e-06 0.52526153 4.8180398e+21
00030641001 2006-05-12T20:16:07 2006-05-12T20:18:02 2453868.3451909730 114.52337 UVM2 -9.0894476 0.078674264 -0.20979724 89.002249 0 3.6113265e-06 0.52532682 4.8174712e+21
00030641001 2006-05-12T20:10:25 2006-05-12T20:11:11 2453868.3408333338 45.051842 U -9.0907133 0.078676597 -2.2111788 88.995910 0 3.6103211e-06 0.52525130 4.8181289e+21
00030641001 2006-05-12T20:15:16 2006-05-12T20:16:01 2453868.3441956025 45.051842 V -9.0897367 0.078674797 -0.66695217 89.000801 0 3.6110968e-06 0.52530957 4.8176214e+21
00030641001 2006-05-12T20:08:50 2006-05-12T20:10:21 2453868.3399942135 89.332730 UVW1 -9.0909570 0.078677480 -2.5446799 88.994261 0 3.6101275e-06 0.52523165 4.8182555e+21
00030641001 2006-05-12T20:12:08 2006-05-12T20:15:10 2453868.3428125009 181.78021 UVW2 -9.0901385 0.078675537 -1.3021846 88.998789 0 3.6107777e-06 0.52528560 4.8178302e+21
00030642001 2006-05-12T21:47:17 2006-05-12T21:48:02 2453868.4080960657 45.040996 B -9.0711596 0.078704571 -1.9453980 89.260983 0 3.6259034e-06 0.52842525 4.8079674e+21
00030642001 2006-05-12T21:52:06 2006-05-12T21:54:02 2453868.4118518522 115.05131 UVM2 -9.0700666 0.078702369 -0.33861549 89.267162 0 3.6267772e-06 0.52849964 4.8073995e+21
00030642001 2006-05-12T21:46:26 2006-05-12T21:47:11 2453868.4075057879 45.051862 U -9.0713313 0.078705501 -2.1559831 89.259597 0 3.6257661e-06 0.52840856 4.8080567e+21
00030642001 2006-05-12T21:51:15 2006-05-12T21:52:01 2453868.4108564821 45.062688 V -9.0703563 0.078702201 -0.81845856 89.266058 0 3.6265456e-06 0.52848636 4.8075500e+21
00030642001 2006-05-12T21:44:50 2006-05-12T21:46:21 2453868.4066608800 89.343576 UVW1 -9.0715772 0.078706832 -2.4574091 89.257614 0 3.6255696e-06 0.52838468 4.8081845e+21
00030642001 2006-05-12T21:48:09 2006-05-12T21:51:11 2453868.4094907413 181.79141 UVW2 -9.0707537 0.078702375 -1.4478391 89.264258 0 3.6262278e-06 0.52846467 4.8077565e+21
00030643001 2006-05-12T23:25:47 2006-05-12T23:26:32 2453868.4764988432 45.030111 B -9.0512411 0.078735672 -1.2776637 89.527636 0 3.6418803e-06 0.53165610 4.7976165e+21
00030643001 2006-05-12T23:30:37 2006-05-12T23:31:01 2453868.4797337968 24.007953 UVM2 -9.0502983 0.078733546 0.11752945 89.532925 0 3.6426391e-06 0.53172062 4.7971266e+21
00030643001 2006-05-12T23:24:56 2006-05-12T23:25:41 2453868.4759085653 45.051823 U -9.0514131 0.078736254 -1.5258875 89.526582 0 3.6417419e-06 0.53164324 4.7977059e+21
00030643001 2006-05-12T23:29:45 2006-05-12T23:30:30 2453868.4792534728 45.051842 V -9.0504384 0.078733119 -0.11395521 89.532482 0 3.6425263e-06 0.53171522 4.7971993e+21
00030643001 2006-05-12T23:23:20 2006-05-12T23:24:51 2453868.4750636583 89.343576 UVW1 -9.0516593 0.078737087 -1.8811879 89.525073 0 3.6415438e-06 0.53162483 4.7978338e+21
00030643001 2006-05-12T23:26:39 2006-05-12T23:29:41 2453868.4778935192 181.77943 UVW2 -9.0508347 0.078734297 -0.69117423 89.530128 0 3.6422074e-06 0.53168650 4.7974053e+21
00030644001 2006-05-12T15:22:15 2006-05-12T15:23:00 2453868.1407118058 45.051823 B -9.1486992 0.078617944 -1.9892974 88.196636 0 3.5646990e-06 0.51586558 4.8482622e+21
00030644001 2006-05-12T15:27:06 2006-05-12T15:29:01 2453868.1444849540 115.10761 UVM2 -9.1476085 0.078615118 -0.27367639 88.202501 0 3.5655490e-06 0.51593344 4.8476954e+21
00030644001 2006-05-12T15:21:24 2006-05-12T15:22:10 2453868.1401273152 45.051842 U -9.1488682 0.078618381 -2.2550607 88.195727 0 3.5645673e-06 0.51585507 4.8483500e+21
00030644001 2006-05-12T15:26:15 2006-05-12T15:27:00 2453868.1434895843 45.051823 V -9.1478962 0.078615863 -0.72626318 88.200954 0 3.5653248e-06 0.51591553 4.8478450e+21
00030644001 2006-05-12T15:19:49 2006-05-12T15:21:19 2453868.1392824082 89.332710 UVW1 -9.1491124 0.078619014 -2.6392333 88.194414 0 3.5643770e-06 0.51583988 4.8484770e+21
00030644001 2006-05-12T15:23:07 2006-05-12T15:26:10 2453868.1421122691 182.78239 UVW2 -9.1482944 0.078616895 -1.3525177 88.198813 0 3.5650145e-06 0.51589077 4.8480519e+21
00030645001 2006-05-12T16:58:15 2006-05-12T16:59:01 2453868.2073842599 45.051842 B -9.1294127 0.078633002 -2.0626523 88.463765 0 3.5797766e-06 0.51897141 4.8382397e+21
00030645001 2006-05-12T17:03:06 2006-05-12T17:05:01 2453868.2111516208 115.52795 UVM2 -9.1283217 0.078631174 -0.38199485 88.469512 0 3.5806323e-06 0.51903857 4.8376727e+21
00030645001 2006-05-12T16:57:24 2006-05-12T16:58:10 2453868.2067939821 45.051842 U -9.1295836 0.078634049 -2.2696849 88.462311 0 3.5796426e-06 0.51895442 4.8383285e+21
00030645001 2006-05-12T17:02:15 2006-05-12T17:03:00 2453868.2101562507 45.051842 V -9.1286100 0.078631225 -0.85800795 88.468308 0 3.5804062e-06 0.51902450 4.8378226e+21
00030645001 2006-05-12T16:55:49 2006-05-12T16:57:20 2453868.2059548618 89.332710 UVW1 -9.1298265 0.078635537 -2.5639958 88.460244 0 3.5794522e-06 0.51893027 4.8384547e+21
00030645001 2006-05-12T16:59:08 2006-05-12T17:02:11 2453868.2087905100 182.13139 UVW2 -9.1290056 0.078631296 -1.5111424 88.466656 0 3.5800959e-06 0.51900519 4.8380281e+21
00030647001 2006-05-13T04:31:02 2006-05-13T04:31:56 2453868.6885300931 52.935078 B -8.9892859 0.078865295 3.9510381 90.327262 0 3.6922573e-06 0.54165453 4.7654204e+21
