Radial grid size: 150	Angular grid size: 80	Radial substeps: 80

Q: 1.00000e28 mol/s	Parent dissociative lifetime: 1.33000e6 s	Parent total lifetime: 1.33000e6 s	Parent outflow velocity: 5.00000e2 m/s
Parent cross sectional area: 3.00000e-20 m^2	Fragment total lifetime: 2.60000e6 s	Fragment velocity: 8.00000e2 m/s
Parent destruction level: 99.0%	Fragment destruction level: 95.0%

Collision sphere radius: 1.50000e2 km
Coma radius: 7.06906e6 km
Max grid extent: 2.16772e7 km

r (meters)											volume density (1/m^3)
1.4050919770862253699306166e3,	7.2649330114263965807452905e-1,	9.8818114306379547119140625e9
1.4050919770862253699306166e3,	7.6576320931251207202450360e-1,	9.1877847499628429412841797e9
1.4050919770862253699306166e3,	8.0503311748238448597447814e-1,	8.5644281753911142349243164e9
1.4050919770862253699306166e3,	8.4430302565225689992445268e-1,	8.0018281547251901626586914e9
1.4050919770862253699306166e3,	8.8357293382212931387442723e-1,	7.4918465513641519546508789e9
1.4050919770862253699306166e3,	9.2284284199200172782440177e-1,	7.0277432498928251266479492e9
1.4050919770862253699306166e3,	9.6211275016187414177437631e-1,	6.6038910999948415756225586e9
1.4050919770862253699306166e3,	1.0013826583317464447020484e0,	6.2155578315201539993286133e9
1.4050919770862253699306166e3,	1.0406525665016190806966279e0,	5.8587372283440132141113281e9
1.4050919770862253699306166e3,	1.0799224746714912726019975e0,	5.5300169995709247589111328e9
1.4050919770862253699306166e3,	1.1191923828413639085965769e0,	5.2264743123869380950927734e9
1.4050919770862253699306166e3,	1.1584622910112361005019466e0,	4.9455924025729732513427734e9
1.4050919770862253699306166e3,	1.1977321991811087364965260e0,	4.6851934087168598175048828e9
1.4050919770862253699306166e3,	1.2370021073509809284018957e0,	4.4433838137591123580932617e9
1.4050919770862253699306166e3,	1.2762720155208535643964751e0,	4.2185097742238574028015137e9
1.4050919770862253699306166e3,	1.3155419236907257563018447e0,	4.0091202749487929344177246e9
1.4050919770862253699306166e3,	1.3548118318605983922964242e0,	3.8139365343625764846801758e9
1.4050919770862253699306166e3,	1.3940817400304705842017938e0,	3.6318264497977409362792969e9
1.4050919770862253699306166e3,	1.4333516482003432201963733e0,	3.4617831469199376106262207e9
1.4050919770862253699306166e3,	1.4726215563702154121017429e0,	3.3029069052499089241027832e9
1.4050919770862253699306166e3,	1.5118914645400880480963224e0,	3.1543898894361166954040527e9
1.4050919770862253699306166e3,	1.5511613727099602400016920e0,	3.0155032353544754981994629e9
1.4050919770862253699306166e3,	1.5904312808798328759962715e0,	2.8855861301375398635864258e9
1.4050919770862253699306166e3,	1.6297011890497050679016411e0,	2.7640365926526694297790527e9
1.4050919770862253699306166e3,	1.6689710972195777038962206e0,	2.6503037111063966751098633e9
1.4050919770862253699306166e3,	1.7082410053894498958015902e0,	2.5438811316797833442687988e9
1.4050919770862253699306166e3,	1.7475109135593225317961696e0,	2.4443016199437990188598633e9
1.4050919770862253699306166e3,	1.7867808217291947237015393e0,	2.3511325381526584625244141e9
1.4050919770862253699306166e3,	1.8260507298990673596961187e0,	2.2639720986524705886840820e9
1.4050919770862253699306166e3,	1.8653206380689395516014883e0,	2.1824462682904801368713379e9
1.4050919770862253699306166e3,	1.9045905462388121875960678e0,	2.1062062120519216060638428e9
1.4050919770862253699306166e3,	1.9438604544086843795014374e0,	2.0349261769004065990447998e9
1.4050919770862253699306166e3,	1.9831303625785567934514120e0,	1.9683017292759742736816406e9
1.4050919770862253699306166e3,	2.0224002707484292074013865e0,	1.9060482719432189464569092e9
1.4050919770862253699306166e3,	2.0616701789183018433959660e0,	1.8478997777256164550781250e9
1.4050919770862253699306166e3,	2.1009400870881744793905455e0,	1.7936076888661158084869385e9
1.4050919770862253699306166e3,	2.1402099952580462272067052e0,	1.7429399410632877349853516e9
1.4050919770862253699306166e3,	2.1794799034279188632012847e0,	1.6956800804352014064788818e9
1.4050919770862253699306166e3,	2.2187498115977914991958642e0,	1.6516264496234009265899658e9
1.4050919770862253699306166e3,	2.2580197197676641351904436e0,	1.6105914259143955707550049e9
1.4050919770862253699306166e3,	2.2972896279375358830066034e0,	1.5724006996521039009094238e9
1.4050919770862253699306166e3,	2.3365595361074085190011829e0,	1.5368925854299120903015137e9
1.5737642372120471918606199e3,	1.9634954084936206974987272e-2,	4.6401520821791601562500000e11
1.5737642372120471918606199e3,	5.8904862254808620924961815e-2,	1.5235009206407534790039062e11
1.5737642372120471918606199e3,	9.8174770424681034874936358e-2,	8.9697888313612609863281250e10
1.5737642372120471918606199e3,	1.3744467859455344882491090e-1,	6.2829742784520721435546875e10
1.5737642372120471918606199e3,	1.7671458676442586277488545e-1,	4.7912871845775886535644531e10
1.5737642372120471918606199e3,	2.1598449493429827672485999e-1,	3.8433298906575805664062500e10
1.5737642372120471918606199e3,	2.5525440310417069067483453e-1,	3.1882728149186077117919922e10
1.5737642372120471918606199e3,	2.9452431127404310462480908e-1,	2.7089774192696441650390625e10
1.5737642372120471918606199e3,	3.3379421944391551857478362e-1,	2.3433994427901313781738281e10
1.5737642372120471918606199e3,	3.7306412761378793252475816e-1,	2.0556069859183235168457031e10
1.5737642372120471918606199e3,	4.1233403578366034647473271e-1,	1.8233519514832019805908203e10
1.5737642372120471918606199e3,	4.5160394395353276042470725e-1,	1.6321231615345743179321289e10
1.5737642372120471918606199e3,	4.9087385212340517437468179e-1,	1.4720528454714977264404297e10
1.5737642372120471918606199e3,	5.3014376029327758832465634e-1,	1.3361975189852056503295898e10
1.5737642372120471918606199e3,	5.6941366846315000227463088e-1,	1.2195299835764705657958984e10
1.5737642372120471918606199e3,	6.0868357663302241622460542e-1,	1.1183213991620323181152344e10
1.5737642372120471918606199e3,	6.4795348480289483017457997e-1,	1.0297479942512313842773438e10
1.5737642372120471918606199e3,	6.8722339297276724412455451e-1,	9.5163258392974548339843750e9
1.5737642372120471918606199e3,	7.2649330114263965807452905e-1,	8.8226990039552211761474609e9
1.5737642372120471918606199e3,	7.6576320931251207202450360e-1,	8.2030565626783056259155273e9
1.5737642372120471918606199e3,	8.0503311748238448597447814e-1,	7.6465099618763208389282227e9
1.5737642372120471918606199e3,	8.4430302565225689992445268e-1,	7.1442081620178127288818359e9
1.5737642372120471918606199e3,	8.8357293382212931387442723e-1,	6.6888852540324344635009766e9
1.5737642372120471918606199e3,	9.2284284199200172782440177e-1,	6.2745235132034320831298828e9
1.5737642372120471918606199e3,	9.6211275016187414177437631e-1,	5.8960988947654380798339844e9
1.5737642372120471918606199e3,	1.0013826583317464447020484e0,	5.5493863228352947235107422e9
1.5737642372120471918606199e3,	1.0406525665016190806966279e0,	5.2308089586853981018066406e9
1.5737642372120471918606199e3,	1.0799224746714912726019975e0,	4.9373202332210788726806641e9
1.5737642372120471918606199e3,	1.1191923828413639085965769e0,	4.6663105763917264938354492e9
1.5737642372120471918606199e3,	1.1584622910112361005019466e0,	4.4155329652055158615112305e9
1.5737642372120471918606199e3,	1.1977321991811087364965260e0,	4.1830429566225085258483887e9
1.5737642372120471918606199e3,	1.2370021073509809284018957e0,	3.9671499765551600456237793e9
1.5737642372120471918606199e3,	1.2762720155208535643964751e0,	3.7663774368136634826660156e9
1.5737642372120471918606199e3,	1.3155419236907257563018447e0,	3.5794298388305497169494629e9
1.5737642372120471918606199e3,	1.3548118318605983922964242e0,	3.4051654580127973556518555e9
1.5737642372120471918606199e3,	1.3940817400304705842017938e0,	3.2425735279495863914489746e9
1.5737642372120471918606199e3,	1.4333516482003432201963733e0,	3.0907550888662614822387695e9
1.5737642372120471918606199e3,	1.4726215563702154121017429e0,	2.9489068503288359642028809e9
1.5737642372120471918606199e3,	1.5118914645400880480963224e0,	2.8163075589850411415100098e9
1.5737642372120471918606199e3,	1.5511613727099602400016920e0,	2.6923064687473225593566895e9
1.5737642372120471918606199e3,	1.5904312808798328759962715e0,	2.5763135912003593444824219e9
1.5737642372120471918606199e3,	1.6297011890497050679016411e0,	2.4677914642072615623474121e9
1.5737642372120471918606199e3,	1.6689710972195777038962206e0,	2.3662482214703855514526367e9
1.5737642372120471918606199e3,	1.7082410053894498958015902e0,	2.2712317790404696464538574e9
1.5737642372120471918606199e3,	1.7475109135593225317961696e0,	2.1823249796276264190673828e9
1.5737642372120471918606199e3,	1.7867808217291947237015393e0,	2.0991415546285035610198975e9
1.5737642372120471918606199e3,	1.8260507298990673596961187e0,	2.0213227790865046977996826e9
1.5737642372120471918606199e3,	1.8653206380689395516014883e0,	1.9485347078797457218170166e9
1.5737642372120471918606199e3,	1.9045905462388121875960678e0,	1.8804658933434514999389648e9
1.5737642372120471918606199e3,	1.9438604544086843795014374e0,	1.8168254959158146381378174e9
1.5737642372120471918606199e3,	1.9831303625785567934514120e0,	1.7573417105372557640075684e9
1.5737642372120471918606199e3,	2.0224002707484292074013865e0,	1.7017604424596457481384277e9
1.5737642372120471918606199e3,	2.0616701789183018433959660e0,	1.6498441766962995529174805e9
1.5737642372120471918606199e3,	2.1009400870881744793905455e0,	1.6013709953467843532562256e9
1.5737642372120471918606199e3,	2.1402099952580462272067052e0,	1.5561337062347886562347412e9
1.5737642372120471918606199e3,	2.1794799034279188632012847e0,	1.5139390545139346122741699e9
1.5737642372120471918606199e3,	2.2187498115977914991958642e0,	1.4746069960033707618713379e9
1.5737642372120471918606199e3,	2.2580197197676641351904436e0,	1.4379700169657497406005859e9
1.5737642372120471918606199e3,	2.2972896279375358830066034e0,	1.4038724898578414916992188e9
1.5737642372120471918606199e3,	2.3365595361074085190011829e0,	1.3721700583475065231323242e9
1.7626845179656365871778689e3,	1.9634954084936206974987272e-2,	4.1428305962845672607421875e11
1.7626845179656365871778689e3,	5.8904862254808620924961815e-2,	1.3602153800336608886718750e11
1.7626845179656365871778689e3,	9.8174770424681034874936358e-2,	8.0084261973548156738281250e10
1.7626845179656365871778689e3,	1.3744467859455344882491090e-1,	5.6095786087003837585449219e10
1.7626845179656365871778689e3,	1.7671458676442586277488545e-1,	4.2777673017799629211425781e10
1.7626845179656365871778689e3,	2.1598449493429827672485999e-1,	3.4314100114954620361328125e10
1.7626845179656365871778689e3,	2.5525440310417069067483453e-1,	2.8465605284423862457275391e10
1.7626845179656365871778689e3,	2.9452431127404310462480908e-1,	2.4186349696599773406982422e10
1.7626845179656365871778689e3,	3.3379421944391551857478362e-1,	2.0922388438170932769775391e10
1.7626845179656365871778689e3,	3.7306412761378793252475816e-1,	1.8352913545214485168457031e10
1.7626845179656365871778689e3,	4.1233403578366034647473271e-1,	1.6279289074386205673217773e10
1.7626845179656365871778689e3,	4.5160394395353276042470725e-1,	1.4571956012014245986938477e10
1.7626845179656365871778689e3,	4.9087385212340517437468179e-1,	1.3142812714490076065063477e10
1.7626845179656365871778689e3,	5.3014376029327758832465634e-1,	1.1929866214444583892822266e10
1.7626845179656365871778689e3,	5.6941366846315000227463088e-1,	1.0888232569017198562622070e10
1.7626845179656365871778689e3,	6.0868357663302241622460542e-1,	9.9846198671179676055908203e9
1.7626845179656365871778689e3,	6.4795348480289483017457997e-1,	9.1938168507056846618652344e9
1.7626845179656365871778689e3,	6.8722339297276724412455451e-1,	8.4963851300479612350463867e9
1.7626845179656365871778689e3,	7.2649330114263965807452905e-1,	7.8770996960248413085937500e9
1.7626845179656365871778689e3,	7.6576320931251207202450360e-1,	7.3238691705414075851440430e9
1.7626845179656365871778689e3,	8.0503311748238448597447814e-1,	6.8269720114499301910400391e9
1.7626845179656365871778689e3,	8.4430302565225689992445268e-1,	6.3785058143368816375732422e9
1.7626845179656365871778689e3,	8.8357293382212931387442723e-1,	5.9719834144167194366455078e9
1.7626845179656365871778689e3,	9.2284284199200172782440177e-1,	5.6020320535761260986328125e9
1.7626845179656365871778689e3,	9.6211275016187414177437631e-1,	5.2641661532005090713500977e9
1.7626845179656365871778689e3,	1.0013826583317464447020484e0,	4.9546134718138008117675781e9
1.7626845179656365871778689e3,	1.0406525665016190806966279e0,	4.6701805284503669738769531e9
1.7626845179656365871778689e3,	1.0799224746714912726019975e0,	4.4081472786346912384033203e9
1.7626845179656365871778689e3,	1.1191923828413639085965769e0,	4.1661838403310985565185547e9
1.7626845179656365871778689e3,	1.1584622910112361005019466e0,	3.9422840215600304603576660e9
1.7626845179656365871778689e3,	1.1977321991811087364965260e0,	3.7347117804348797798156738e9
1.7626845179656365871778689e3,	1.2370021073509809284018957e0,	3.5419577349011626243591309e9
1.7626845179656365871778689e3,	1.2762720155208535643964751e0,	3.3627035542605423927307129e9
1.7626845179656365871778689e3,	1.3155419236907257563018447e0,	3.1957925886463427543640137e9
1.7626845179656365871778689e3,	1.3548118318605983922964242e0,	3.0402054810070700645446777e9
1.7626845179656365871778689e3,	1.3940817400304705842017938e0,	2.8950397966608314514160156e9
1.7626845179656365871778689e3,	1.4333516482003432201963733e0,	2.7594929243700952529907227e9
1.7626845179656365871778689e3,	1.4726215563702154121017429e0,	2.6328476686061749458312988e9
1.7626845179656365871778689e3,	1.5118914645400880480963224e0,	2.5144600783659396171569824e9
1.7626845179656365871778689e3,	1.5511613727099602400016920e0,	2.4037491530953755378723145e9
1.7626845179656365871778689e3,	1.5904312808798328759962715e0,	2.3001881380371208190917969e9
1.7626845179656365871778689e3,	1.6297011890497050679016411e0,	2.2032971750594635009765625e9
1.7626845179656365871778689e3,	1.6689710972195777038962206e0,	2.1126371150065765380859375e9
1.7626845179656365871778689e3,	1.7082410053894498958015902e0,	2.0278043272849662303924561e9
1.7626845179656365871778689e3,	1.7475109135593225317961696e0,	1.9484263645967309474945068e9
1.7626845179656365871778689e3,	1.7867808217291947237015393e0,	1.8741583577479705810546875e9
1.7626845179656365871778689e3,	1.8260507298990673596961187e0,	1.8046800291231973171234131e9
1.7626845179656365871778689e3,	1.8653206380689395516014883e0,	1.7396932250928280353546143e9
1.7626845179656365871778689e3,	1.9045905462388121875960678e0,	1.6789198782559559345245361e9
1.7626845179656365871778689e3,	1.9438604544086843795014374e0,	1.6221003205832455158233643e9
1.7626845179656365871778689e3,	1.9831303625785567934514120e0,	1.5689918784714248180389404e9
1.7626845179656365871778689e3,	2.0224002707484292074013865e0,	1.5193676904765243530273438e9
1.7626845179656365871778689e3,	2.0616701789183018433959660e0,	1.4730156979338762760162354e9
1.7626845179656365871778689e3,	2.1009400870881744793905455e0,	1.4297377676039946079254150e9
1.7626845179656365871778689e3,	2.1402099952580462272067052e0,	1.3893489137012329101562500e9
1.7626845179656365871778689e3,	2.1794799034279188632012847e0,	1.3516765939980125427246094e9
1.7626845179656365871778689e3,	2.2187498115977914991958642e0,	1.3165600610427720546722412e9
1.7626845179656365871778689e3,	2.2580197197676641351904436e0,	1.2838497548426818847656250e9
1.7626845179656365871778689e3,	2.2972896279375358830066034e0,	1.2534067276635088920593262e9
1.7626845179656365871778689e3,	2.3365595361074085190011829e0,	1.2251020949591300487518311e9
1.9742834640720759580290178e3,	1.9634954084936206974987272e-2,	3.6988108293209698486328125e11
1.9742834640720759580290178e3,	5.8904862254808620924961815e-2,	1.2144303903534628295898438e11
1.9742834640720759580290178e3,	9.8174770424681034874936358e-2,	7.1501000947711822509765625e10
1.9742834640720759580290178e3,	1.3744467859455344882491090e-1,	5.0083558647855072021484375e10
1.9742834640720759580290178e3,	1.7671458676442586277488545e-1,	3.8192852430755645751953125e10
1.9742834640720759580290178e3,	2.1598449493429827672485999e-1,	3.0636387127667961120605469e10
1.9742834640720759580290178e3,	2.5525440310417069067483453e-1,	2.5414721417286888122558594e10
1.9742834640720759580290178e3,	2.9452431127404310462480908e-1,	2.1594107244350345611572266e10
1.9742834640720759580290178e3,	3.3379421944391551857478362e-1,	1.8679970328571819305419922e10
1.9742834640720759580290178e3,	3.7306412761378793252475816e-1,	1.6385886218109937667846680e10
1.9742834640720759580290178e3,	4.1233403578366034647473271e-1,	1.4534508345282979965209961e10
1.9742834640720759580290178e3,	4.5160394395353276042470725e-1,	1.3010163554270441055297852e10
1.9742834640720759580290178e3,	4.9087385212340517437468179e-1,	1.1734192746971685409545898e10
1.9742834640720759580290178e3,	5.3014376029327758832465634e-1,	1.0651247229422353744506836e10
1.9742834640720759580290178e3,	5.6941366846315000227463088e-1,	9.7212536235163707733154297e9
1.9742834640720759580290178e3,	6.0868357663302241622460542e-1,	8.9144881737623767852783203e9
1.9742834640720759580290178e3,	6.4795348480289483017457997e-1,	8.2084417106277780532836914e9
1.9742834640720759580290178e3,	6.8722339297276724412455451e-1,	7.5857592092320594787597656e9
1.9742834640720759580290178e3,	7.2649330114263965807452905e-1,	7.0328474442054901123046875e9
1.9742834640720759580290178e3,	7.6576320931251207202450360e-1,	6.5389109653514108657836914e9
1.9742834640720759580290178e3,	8.0503311748238448597447814e-1,	6.0952701644893569946289062e9
1.9742834640720759580290178e3,	8.4430302565225689992445268e-1,	5.6948695998968362808227539e9
1.9742834640720759580290178e3,	8.8357293382212931387442723e-1,	5.3319173871364536285400391e9
