Radial grid size: 150	Angular grid size: 80	Radial substeps: 80

Q: 1.00000e28 mol/s	Parent dissociative lifetime: 1.33000e6 s	Parent total lifetime: 1.33000e6 s	Parent outflow velocity: 5.00000e2 m/s
Parent cross sectional area: 3.00000e-20 m^2	Fragment total lifetime: 2.60000e6 s	Fragment velocity: 8.00000e2 m/s
Parent destruction level: 99.0%	Fragment destruction level: 95.0%

Collision sphere radius: 1.50000e2 km
Coma radius: 7.06906e6 km
Max grid extent: 2.16772e7 km

r (meters)											volume density (1/m^3)
3.7628540718667238252237439e4,	1.0406525665016190806966279e0,	2.1874555812080037593841553e8
3.7628540718667238252237439e4,	1.0799224746714912726019975e0,	2.0647132368698823451995850e8
3.7628540718667238252237439e4,	1.1191923828413639085965769e0,	1.9513720478313699364662170e8
3.7628540718667238252237439e4,	1.1584622910112361005019466e0,	1.8464922710173159837722778e8
3.7628540718667238252237439e4,	1.1977321991811087364965260e0,	1.7492607073132720589637756e8
3.7628540718667238252237439e4,	1.2370021073509809284018957e0,	1.6589703298174947500228882e8
3.7628540718667238252237439e4,	1.2762720155208535643964751e0,	1.5750036040801408886909485e8
3.7628540718667238252237439e4,	1.3155419236907257563018447e0,	1.4968187303255635499954224e8
3.7628540718667238252237439e4,	1.3548118318605983922964242e0,	1.4239382195833948254585266e8
3.7628540718667238252237439e4,	1.3940817400304705842017938e0,	1.3559393517330250144004822e8
3.7628540718667238252237439e4,	1.4333516482003432201963733e0,	1.2924461659969145059585571e8
3.7628540718667238252237439e4,	1.4726215563702154121017429e0,	1.2331227120447561144828796e8
3.7628540718667238252237439e4,	1.5118914645400880480963224e0,	1.1776673487475450336933136e8
3.7628540718667238252237439e4,	1.5511613727099602400016920e0,	1.1258079222104389965534210e8
3.7628540718667238252237439e4,	1.5904312808798328759962715e0,	1.0772976883281669020652771e8
3.7628540718667238252237439e4,	1.6297011890497050679016411e0,	1.0319118702796153724193573e8
3.7628540718667238252237439e4,	1.6689710972195777038962206e0,	9.8944476010655850172042847e7
3.7628540718667238252237439e4,	1.7082410053894498958015902e0,	9.4970728742180988192558289e7
3.7628540718667238252237439e4,	1.7475109135593225317961696e0,	9.1252498868873745203018188e7
3.7628540718667238252237439e4,	1.7867808217291947237015393e0,	8.7773631848548188805580139e7
3.7628540718667238252237439e4,	1.8260507298990673596961187e0,	8.4519125056688457727432251e7
3.7628540718667238252237439e4,	1.8653206380689395516014883e0,	8.1475012200648263096809387e7
3.7628540718667238252237439e4,	1.9045905462388121875960678e0,	7.8628267868268355727195740e7
3.7628540718667238252237439e4,	1.9438604544086843795014374e0,	7.5966728513362914323806763e7
3.7628540718667238252237439e4,	1.9831303625785567934514120e0,	7.3479026646458268165588379e7
3.7628540718667238252237439e4,	2.0224002707484292074013865e0,	7.1154535456152096390724182e7
3.7628540718667238252237439e4,	2.0616701789183018433959660e0,	6.8983321528702244162559509e7
3.7628540718667238252237439e4,	2.1009400870881744793905455e0,	6.6956103751819662749767303e7
3.7628540718667238252237439e4,	2.1402099952580462272067052e0,	6.5064216873582862317562103e7
3.7628540718667238252237439e4,	2.1794799034279188632012847e0,	6.3299578531035773456096649e7
3.7628540718667238252237439e4,	2.2187498115977914991958642e0,	6.1654658860260836780071259e7
3.7628540718667238252237439e4,	2.2580197197676641351904436e0,	6.0122452048598043620586395e7
3.7628540718667238252237439e4,	2.2972896279375358830066034e0,	5.8696449391161911189556122e7
3.7628540718667238252237439e4,	2.3365595361074085190011829e0,	5.7370613571210071444511414e7
4.2145605161249724915251136e4,	1.9634954084936206974987272e-2,	1.7325804759783237457275391e10
4.2145605161249724915251136e4,	5.8904862254808620924961815e-2,	5.6885807567948379516601562e9
4.2145605161249724915251136e4,	9.8174770424681034874936358e-2,	3.3492157413444561958312988e9
4.2145605161249724915251136e4,	1.3744467859455344882491090e-1,	2.3459876004920282363891602e9
4.2145605161249724915251136e4,	1.7671458676442586277488545e-1,	1.7890069800400950908660889e9
4.2145605161249724915251136e4,	2.1598449493429827672485999e-1,	1.4350492222211267948150635e9
4.2145605161249724915251136e4,	2.5525440310417069067483453e-1,	1.1904573107701339721679688e9
4.2145605161249724915251136e4,	2.9452431127404310462480908e-1,	1.0114929843658769130706787e9
4.2145605161249724915251136e4,	3.3379421944391551857478362e-1,	8.7498958010369277000427246e8
4.2145605161249724915251136e4,	3.7306412761378793252475816e-1,	7.6753050679165017604827881e8
4.2145605161249724915251136e4,	4.1233403578366034647473271e-1,	6.8080855754501247406005859e8
4.2145605161249724915251136e4,	4.5160394395353276042470725e-1,	6.0940540846056473255157471e8
4.2145605161249724915251136e4,	4.9087385212340517437468179e-1,	5.4963653477672207355499268e8
4.2145605161249724915251136e4,	5.3014376029327758832465634e-1,	4.9890930955051475763320923e8
4.2145605161249724915251136e4,	5.6941366846315000227463088e-1,	4.5534662703543519973754883e8
4.2145605161249724915251136e4,	6.0868357663302241622460542e-1,	4.1755617514041250944137573e8
4.2145605161249724915251136e4,	6.4795348480289483017457997e-1,	3.8448358514726519584655762e8
4.2145605161249724915251136e4,	6.8722339297276724412455451e-1,	3.5531591722551953792572021e8
4.2145605161249724915251136e4,	7.2649330114263965807452905e-1,	3.2941644066562759876251221e8
4.2145605161249724915251136e4,	7.6576320931251207202450360e-1,	3.0627947736337554454803467e8
4.2145605161249724915251136e4,	8.0503311748238448597447814e-1,	2.8549845892151629924774170e8
4.2145605161249724915251136e4,	8.4430302565225689992445268e-1,	2.6674289573330330848693848e8
4.2145605161249724915251136e4,	8.8357293382212931387442723e-1,	2.4974148543416827917098999e8
4.2145605161249724915251136e4,	9.2284284199200172782440177e-1,	2.3426953167044290900230408e8
4.2145605161249724915251136e4,	9.6211275016187414177437631e-1,	2.2013944115695300698280334e8
4.2145605161249724915251136e4,	1.0013826583317464447020484e0,	2.0719345335677862167358398e8
4.2145605161249724915251136e4,	1.0406525665016190806966279e0,	1.9529801230511337518692017e8
4.2145605161249724915251136e4,	1.0799224746714912726019975e0,	1.8433936181547451019287109e8
4.2145605161249724915251136e4,	1.1191923828413639085965769e0,	1.7422006284464240074157715e8
4.2145605161249724915251136e4,	1.1584622910112361005019466e0,	1.6485621352547472715377808e8
4.2145605161249724915251136e4,	1.1977321991811087364965260e0,	1.5617521005069312453269958e8
4.2145605161249724915251136e4,	1.2370021073509809284018957e0,	1.4811392784861427545547485e8
4.2145605161249724915251136e4,	1.2762720155208535643964751e0,	1.4061723238570082187652588e8
4.2145605161249724915251136e4,	1.3155419236907257563018447e0,	1.3363675084868700802326202e8
4.2145605161249724915251136e4,	1.3548118318605983922964242e0,	1.2712985220202146470546722e8
4.2145605161249724915251136e4,	1.3940817400304705842017938e0,	1.2105879526572334766387939e8
4.2145605161249724915251136e4,	1.4333516482003432201963733e0,	1.1539001361287944018840790e8
4.2145605161249724915251136e4,	1.4726215563702154121017429e0,	1.1009351301663172245025635e8
4.2145605161249724915251136e4,	1.5118914645400880480963224e0,	1.0514236243315368890762329e8
4.2145605161249724915251136e4,	1.5511613727099602400016920e0,	1.0051226348815992474555969e8
4.2145605161249724915251136e4,	1.5904312808798328759962715e0,	9.6181186435688450932502747e7
4.2145605161249724915251136e4,	1.6297011890497050679016411e0,	9.2129062805369794368743896e7
4.2145605161249724915251136e4,	1.6689710972195777038962206e0,	8.8337526626488819718360901e7
4.2145605161249724915251136e4,	1.7082410053894498958015902e0,	8.4789697358189970254898071e7
4.2145605161249724915251136e4,	1.7475109135593225317961696e0,	8.1469998583406001329421997e7
4.2145605161249724915251136e4,	1.7867808217291947237015393e0,	7.8364007235786110162734985e7
4.2145605161249724915251136e4,	1.8260507298990673596961187e0,	7.5458328700273618102073669e7
4.2145605161249724915251136e4,	1.8653206380689395516014883e0,	7.2740493616297304630279541e7
4.2145605161249724915251136e4,	1.9045905462388121875960678e0,	7.0198872657315582036972046e7
4.2145605161249724915251136e4,	1.9438604544086843795014374e0,	6.7822605985474199056625366e7
4.2145605161249724915251136e4,	1.9831303625785567934514120e0,	6.5601544496128782629966736e7
4.2145605161249724915251136e4,	2.0224002707484292074013865e0,	6.3526200374989204108715057e7
4.2145605161249724915251136e4,	2.0616701789183018433959660e0,	6.1587704885484665632247925e7
4.2145605161249724915251136e4,	2.1009400870881744793905455e0,	5.9777771677471943199634552e7
4.2145605161249724915251136e4,	2.1402099952580462272067052e0,	5.8088664252096824347972870e7
4.2145605161249724915251136e4,	2.1794799034279188632012847e0,	5.6513166524427078664302826e7
4.2145605161249724915251136e4,	2.2187498115977914991958642e0,	5.5044555690852932631969452e7
4.2145605161249724915251136e4,	2.2580197197676641351904436e0,	5.3676576830450288951396942e7
4.2145605161249724915251136e4,	2.2972896279375358830066034e0,	5.2403418849392592906951904e7
4.2145605161249724915251136e4,	2.3365595361074085190011829e0,	5.1219691518024384975433350e7
4.7204914155142287199851125e4,	1.9634954084936206974987272e-2,	1.5468750473412477493286133e10
4.7204914155142287199851125e4,	5.8904862254808620924961815e-2,	5.0788542083623399734497070e9
4.7204914155142287199851125e4,	9.8174770424681034874936358e-2,	2.9902321361164665222167969e9
4.7204914155142287199851125e4,	1.3744467859455344882491090e-1,	2.0945340941495921611785889e9
4.7204914155142287199851125e4,	1.7671458676442586277488545e-1,	1.5972528882840118408203125e9
4.7204914155142287199851125e4,	2.1598449493429827672485999e-1,	1.2812337130175518989562988e9
4.7204914155142287199851125e4,	2.5525440310417069067483453e-1,	1.0628581052766417264938354e9
4.7204914155142287199851125e4,	2.9452431127404310462480908e-1,	9.0307585297726404666900635e8
4.7204914155142287199851125e4,	3.3379421944391551857478362e-1,	7.8120339186846899986267090e8
4.7204914155142287199851125e4,	3.7306412761378793252475816e-1,	6.8526217593673717975616455e8
4.7204914155142287199851125e4,	4.1233403578366034647473271e-1,	6.0783539843885111808776855e8
4.7204914155142287199851125e4,	4.5160394395353276042470725e-1,	5.4408549321630144119262695e8
4.7204914155142287199851125e4,	4.9087385212340517437468179e-1,	4.9072285755640894174575806e8
4.7204914155142287199851125e4,	5.3014376029327758832465634e-1,	4.4543275251412451267242432e8
4.7204914155142287199851125e4,	5.6941366846315000227463088e-1,	4.0653926788788986206054688e8
4.7204914155142287199851125e4,	6.0868357663302241622460542e-1,	3.7279932500240635871887207e8
4.7204914155142287199851125e4,	6.4795348480289483017457997e-1,	3.4327156643810021877288818e8
4.7204914155142287199851125e4,	6.8722339297276724412455451e-1,	3.1723018635978460311889648e8
4.7204914155142287199851125e4,	7.2649330114263965807452905e-1,	2.9410670126744890213012695e8
4.7204914155142287199851125e4,	7.6576320931251207202450360e-1,	2.7344963353705668449401855e8
4.7204914155142287199851125e4,	8.0503311748238448597447814e-1,	2.5489599228937488794326782e8
4.7204914155142287199851125e4,	8.4430302565225689992445268e-1,	2.3815071101842892169952393e8
4.7204914155142287199851125e4,	8.8357293382212931387442723e-1,	2.2297156654589304327964783e8
4.7204914155142287199851125e4,	9.2284284199200172782440177e-1,	2.0915794629546168446540833e8
4.7204914155142287199851125e4,	9.6211275016187414177437631e-1,	1.9654236391279965639114380e8
4.7204914155142287199851125e4,	1.0013826583317464447020484e0,	1.8498396820633655786514282e8
4.7204914155142287199851125e4,	1.0406525665016190806966279e0,	1.7436351822065046429634094e8
4.7204914155142287199851125e4,	1.0799224746714912726019975e0,	1.6457945056525579094886780e8
4.7204914155142287199851125e4,	1.1191923828413639085965769e0,	1.5554477006152227520942688e8
4.7204914155142287199851125e4,	1.1584622910112361005019466e0,	1.4718456774277278780937195e8
4.7204914155142287199851125e4,	1.1977321991811087364965260e0,	1.3943402173483717441558838e8
4.7204914155142287199851125e4,	1.2370021073509809284018957e0,	1.3223677338002726435661316e8
4.7204914155142287199851125e4,	1.2762720155208535643964751e0,	1.2554359765725871920585632e8
4.7204914155142287199851125e4,	1.3155419236907257563018447e0,	1.1931130651967516541481018e8
4.7204914155142287199851125e4,	1.3548118318605983922964242e0,	1.1350183827313567698001862e8
4.7204914155142287199851125e4,	1.3940817400304705842017938e0,	1.0808149696606302261352539e8
4.7204914155142287199851125e4,	1.4333516482003432201963733e0,	1.0302031393410588800907135e8
4.7204914155142287199851125e4,	1.4726215563702154121017429e0,	9.8291509830839857459068298e7
4.7204914155142287199851125e4,	1.5118914645400880480963224e0,	9.3871040168948963284492493e7
4.7204914155142287199851125e4,	1.5511613727099602400016920e0,	8.9737210950676530599594116e7
4.7204914155142287199851125e4,	1.5904312808798328759962715e0,	8.5870353645841196179389954e7
4.7204914155142287199851125e4,	1.6297011890497050679016411e0,	8.2252550782296925783157349e7
4.7204914155142287199851125e4,	1.6689710972195777038962206e0,	7.8867404906584739685058594e7
4.7204914155142287199851125e4,	1.7082410053894498958015902e0,	7.5699844780546337366104126e7
4.7204914155142287199851125e4,	1.7475109135593225317961696e0,	7.2735963508403569459915161e7
4.7204914155142287199851125e4,	1.7867808217291947237015393e0,	6.9962883924224615097045898e7
4.7204914155142287199851125e4,	1.8260507298990673596961187e0,	6.7368647079825669527053833e7
4.7204914155142287199851125e4,	1.8653206380689395516014883e0,	6.4942120109130151569843292e7
4.7204914155142287199851125e4,	1.9045905462388121875960678e0,	6.2672920142114348709583282e7
4.7204914155142287199851125e4,	1.9438604544086843795014374e0,	6.0551351320931218564510345e7
4.7204914155142287199851125e4,	1.9831303625785567934514120e0,	5.8568352342208646237850189e7
4.7204914155142287199851125e4,	2.0224002707484292074013865e0,	5.6715452313796192407608032e7
4.7204914155142287199851125e4,	2.0616701789183018433959660e0,	5.4984733066754177212715149e7
4.7204914155142287199851125e4,	2.1009400870881744793905455e0,	5.3368796396869570016860962e7
4.7204914155142287199851125e4,	2.1402099952580462272067052e0,	5.1860735016833402216434479e7
4.7204914155142287199851125e4,	2.1794799034279188632012847e0,	5.0454106274140469729900360e7
4.7204914155142287199851125e4,	2.2187498115977914991958642e0,	4.9142907926703996956348419e7
4.7204914155142287199851125e4,	2.2580197197676641351904436e0,	4.7921555466563954949378967e7
4.7204914155142287199851125e4,	2.2972896279375358830066034e0,	4.6784860642675116658210754e7
4.7204914155142287199851125e4,	2.3365595361074085190011829e0,	4.5728010959229238331317902e7
5.2871560673261636111419648e4,	1.9634954084936206974987272e-2,	1.3810730793195241928100586e10
5.2871560673261636111419648e4,	5.8904862254808620924961815e-2,	4.5344766830281753540039062e9
5.2871560673261636111419648e4,	9.8174770424681034874936358e-2,	2.6697235292003355026245117e9
5.2871560673261636111419648e4,	1.3744467859455344882491090e-1,	1.8700307690921814441680908e9
5.2871560673261636111419648e4,	1.7671458676442586277488545e-1,	1.4260505383400189876556396e9
5.2871560673261636111419648e4,	2.1598449493429827672485999e-1,	1.1439037797244167327880859e9
5.2871560673261636111419648e4,	2.5525440310417069067483453e-1,	9.4893467540774750709533691e8
5.2871560673261636111419648e4,	2.9452431127404310462480908e-1,	8.0627860871609449386596680e8
5.2871560673261636111419648e4,	3.3379421944391551857478362e-1,	6.9746898151852250099182129e8
5.2871560673261636111419648e4,	3.7306412761378793252475816e-1,	6.1181116676092278957366943e8
5.2871560673261636111419648e4,	4.1233403578366034647473271e-1,	5.4268332689877033233642578e8
5.2871560673261636111419648e4,	4.5160394395353276042470725e-1,	4.8576640930181616544723511e8
5.2871560673261636111419648e4,	4.9087385212340517437468179e-1,	4.3812340651217371225357056e8
5.2871560673261636111419648e4,	5.3014376029327758832465634e-1,	3.9768768421632832288742065e8
5.2871560673261636111419648e4,	5.6941366846315000227463088e-1,	3.6296296410370147228240967e8
5.2871560673261636111419648e4,	6.0868357663302241622460542e-1,	3.3283940643665826320648193e8
5.2871560673261636111419648e4,	6.4795348480289483017457997e-1,	3.0647655281540846824645996e8
5.2871560673261636111419648e4,	6.8722339297276724412455451e-1,	2.8322639258827859163284302e8
5.2871560673261636111419648e4,	7.2649330114263965807452905e-1,	2.6258137489323151111602783e8
5.2871560673261636111419648e4,	7.6576320931251207202450360e-1,	2.4413841350946849584579468e8
5.2871560673261636111419648e4,	8.0503311748238448597447814e-1,	2.2757342454233300685882568e8
5.2871560673261636111419648e4,	8.4430302565225689992445268e-1,	2.1262296802398470044136047e8
5.2871560673261636111419648e4,	8.8357293382212931387442723e-1,	1.9907078332518449425697327e8
5.2871560673261636111419648e4,	9.2284284199200172782440177e-1,	1.8673776040572714805603027e8
5.2871560673261636111419648e4,	9.6211275016187414177437631e-1,	1.7547436482968586683273315e8
5.2871560673261636111419648e4,	1.0013826583317464447020484e0,	1.6515484244792169332504272e8
5.2871560673261636111419648e4,	1.0406525665016190806966279e0,	1.5567273306615972518920898e8
5.2871560673261636111419648e4,	1.0799224746714912726019975e0,	1.4693735929539382457733154e8
5.2871560673261636111419648e4,	1.1191923828413639085965769e0,	1.3887105047332158684730530e8
5.2871560673261636111419648e4,	1.1584622910112361005019466e0,	1.3140692669630965590476990e8
5.2871560673261636111419648e4,	1.1977321991811087364965260e0,	1.2448711397443960607051849e8
5.2871560673261636111419648e4,	1.2370021073509809284018957e0,	1.1806129440964443981647491e8
5.2871560673261636111419648e4,	1.2762720155208535643964751e0,	1.1208551912597247958183289e8
5.2871560673261636111419648e4,	1.3155419236907257563018447e0,	1.0652122915219235420227051e8
5.2871560673261636111419648e4,	1.3548118318605983922964242e0,	1.0133444240455852448940277e8
5.2871560673261636111419648e4,	1.3940817400304705842017938e0,	9.6495074602052316069602966e7
5.2871560673261636111419648e4,	1.4333516482003432201963733e0,	9.1976369243350297212600708e7
5.2871560673261636111419648e4,	1.4726215563702154121017429e0,	8.7754417299311637878417969e7
5.2871560673261636111419648e4,	1.5118914645400880480963224e0,	8.3807751464949309825897217e7
5.2871560673261636111419648e4,	1.5511613727099602400016920e0,	8.0117002988224118947982788e7
5.2871560673261636111419648e4,	1.5904312808798328759962715e0,	7.6664611485307484865188599e7
5.2871560673261636111419648e4,	1.6297011890497050679016411e0,	7.3434579943460419774055481e7
5.2871560673261636111419648e4,	1.6689710972195777038962206e0,	7.0412268445535078644752502e7
5.2871560673261636111419648e4,	1.7082410053894498958015902e0,	6.7584221139357417821884155e7
5.2871560673261636111419648e4,	1.7475109135593225317961696e0,	6.4938021715161114931106567e7
5.2871560673261636111419648e4,	1.7867808217291947237015393e0,	6.2462173221542976796627045e7
5.2871560673261636111419648e4,	1.8260507298990673596961187e0,	6.0145998505867570638656616e7
5.2871560673261636111419648e4,	1.8653206380689395516014883e0,	5.7979557954285383224487305e7
5.2871560673261636111419648e4,	1.9045905462388121875960678e0,	5.5953581561076886951923370e7
5.2871560673261636111419648e4,	1.9438604544086843795014374e0,	5.4059412695822015404701233e7
5.2871560673261636111419648e4,	1.9831303625785567934514120e0,	5.2288961268494524061679840e7
5.2871560673261636111419648e4,	2.0224002707484292074013865e0,	5.0634664317812047898769379e7
5.2871560673261636111419648e4,	2.0616701789183018433959660e0,	4.9089452362910829484462738e7
5.2871560673261636111419648e4,	2.1009400870881744793905455e0,	4.7646720156160548329353333e7
5.2871560673261636111419648e4,	2.1402099952580462272067052e0,	4.6300300748895846307277679e7
5.2871560673261636111419648e4,	2.1794799034279188632012847e0,	4.5044442026408478617668152e7
5.2871560673261636111419648e4,	2.2187498115977914991958642e0,	4.3873785080080933868885040e7
5.2871560673261636111419648e4,	2.2580197197676641351904436e0,	4.2783343961665175855159760e7
5.2871560673261636111419648e4,	2.2972896279375358830066034e0,	4.1768486508103519678115845e7
5.2871560673261636111419648e4,	2.3365595361074085190011829e0,	4.0824916037307918071746826e7
5.9218451681515864038374275e4,	1.9634954084936206974987272e-2,	1.2330413669582635879516602e10
5.9218451681515864038374275e4,	5.8904862254808620924961815e-2,	4.0484442299452633857727051e9
5.9218451681515864038374275e4,	9.8174770424681034874936358e-2,	2.3835662629789953231811523e9
5.9218451681515864038374275e4,	1.3744467859455344882491090e-1,	1.6695891698260719776153564e9
5.9218451681515864038374275e4,	1.7671458676442586277488545e-1,	1.2731972440425200462341309e9
5.9218451681515864038374275e4,	2.1598449493429827672485999e-1,	1.0212925380420243740081787e9
5.9218451681515864038374275e4,	2.5525440310417069067483453e-1,	8.4722128448990607261657715e8
5.9218451681515864038374275e4,	2.9452431127404310462480908e-1,	7.1985586008586072921752930e8
5.9218451681515864038374275e4,	3.3379421944391551857478362e-1,	6.2270902372903323173522949e8
5.9218451681515864038374275e4,	3.7306412761378793252475816e-1,	5.4623245998254919052124023e8
5.9218451681515864038374275e4,	4.1233403578366034647473271e-1,	4.8451409761627870798110962e8
5.9218451681515864038374275e4,	4.5160394395353276042470725e-1,	4.3369782449694442749023438e8
5.9218451681515864038374275e4,	4.9087385212340517437468179e-1,	3.9116143811115026473999023e8
5.9218451681515864038374275e4,	5.3014376029327758832465634e-1,	3.5505981751998895406723022e8
5.9218451681515864038374275e4,	5.6941366846315000227463088e-1,	3.2405706379036611318588257e8
5.9218451681515864038374275e4,	6.0868357663302241622460542e-1,	2.9716229589383250474929810e8
5.9218451681515864038374275e4,	6.4795348480289483017457997e-1,	2.7362514033642011880874634e8
5.9218451681515864038374275e4,	6.8722339297276724412455451e-1,	2.5286704374953967332839966e8
5.9218451681515864038374275e4,	7.2649330114263965807452905e-1,	2.3443485729572087526321411e8
5.9218451681515864038374275e4,	7.6576320931251207202450360e-1,	2.1796869968333366513252258e8
5.9218451681515864038374275e4,	8.0503311748238448597447814e-1,	2.0317922404537978768348694e8
5.9218451681515864038374275e4,	8.4430302565225689992445268e-1,	1.8983122729595294594764709e8
5.9218451681515864038374275e4,	8.8357293382212931387442723e-1,	1.7773162875140473246574402e8
5.9218451681515864038374275e4,	9.2284284199200172782440177e-1,	1.6672051631758621335029602e8
5.9218451681515864038374275e4,	9.6211275016187414177437631e-1,	1.5666438343358924984931946e8
5.9218451681515864038374275e4,	1.0013826583317464447020484e0,	1.4745095492804718017578125e8
5.9218451681515864038374275e4,	1.0406525665016190806966279e0,	1.3898518155662330985069275e8
5.9218451681515864038374275e4,	1.0799224746714912726019975e0,	1.3118610519636079668998718e8
5.9218451681515864038374275e4,	1.1191923828413639085965769e0,	1.2398438032207196950912476e8
5.9218451681515864038374275e4,	1.1584622910112361005019466e0,	1.1732029555751861631870270e8
5.9218451681515864038374275e4,	1.1977321991811087364965260e0,	1.1114218013952390849590302e8
5.9218451681515864038374275e4,	1.2370021073509809284018957e0,	1.0540510949556459486484528e8
5.9218451681515864038374275e4,	1.2762720155208535643964751e0,	1.0006984541028481721878052e8
5.9218451681515864038374275e4,	1.3155419236907257563018447e0,	9.5101961854892387986183167e7
5.9218451681515864038374275e4,	1.3548118318605983922964242e0,	9.0471119113211527466773987e7
5.9218451681515864038374275e4,	1.3940817400304705842017938e0,	8.6150457484621018171310425e7
5.9218451681515864038374275e4,	1.4333516482003432201963733e0,	8.2116088358919948339462280e7
5.9218451681515864038374275e4,	1.4726215563702154121017429e0,	7.8346665390548884868621826e7
5.9218451681515864038374275e4,	1.5118914645400880480963224e0,	7.4823022240646019577980042e7
5.9218451681515864038374275e4,	1.5511613727099602400016920e0,	7.1527866188645601272583008e7
5.9218451681515864038374275e4,	1.5904312808798328759962715e0,	6.8445519051014706492424011e7
5.9218451681515864038374275e4,	1.6297011890497050679016411e0,	6.5561698444199636578559875e7
5.9218451681515864038374275e4,	1.6689710972195777038962206e0,	6.2863333618846312165260315e7
5.9218451681515864038374275e4,	1.7082410053894498958015902e0,	6.0338410975578300654888153e7
5.9218451681515864038374275e4,	1.7475109135593225317961696e0,	5.7975845033214218914508820e7
5.9218451681515864038374275e4,	1.7867808217291947237015393e0,	5.5765371126803204417228699e7
5.9218451681515864038374275e4,	1.8260507298990673596961187e0,	5.3697456519490532577037811e7
5.9218451681515864038374275e4,	1.8653206380689395516014883e0,	5.1763226959747016429901123e7
5.9218451681515864038374275e4,	1.9045905462388121875960678e0,	4.9954406032034166157245636e7
5.9218451681515864038374275e4,	1.9438604544086843795014374e0,	4.8263264951459206640720367e7
5.9218451681515864038374275e4,	1.9831303625785567934514120e0,	4.6682580749027535319328308e7
5.9218451681515864038374275e4,	2.0224002707484292074013865e0,	4.5205601084474377334117889e7
5.9218451681515864038374275e4,	2.0616701789183018433959660e0,	4.3826014204661600291728973e7
5.9218451681515864038374275e4,	2.1009400870881744793905455e0,	4.2537922831358388066291809e7
5.9218451681515864038374275e4,	2.1402099952580462272067052e0,	4.1335821006824038922786713e7
5.9218451681515864038374275e4,	2.1794799034279188632012847e0,	4.0214573143963329493999481e7
5.9218451681515864038374275e4,	2.2187498115977914991958642e0,	3.9169394716690361499786377e7
5.9218451681515864038374275e4,	2.2580197197676641351904436e0,	3.8195834184275247156620026e7
5.9218451681515864038374275e4,	2.2972896279375358830066034e0,	3.7289755871471069753170013e7
5.9218451681515864038374275e4,	2.3365595361074085190011829e0,	3.6447323626232624053955078e7
6.6327246158434354583732784e4,	1.9634954084936206974987272e-2,	1.1008753370726337432861328e10
6.6327246158434354583732784e4,	5.8904862254808620924961815e-2,	3.6145035648521800041198730e9
6.6327246158434354583732784e4,	9.8174770424681034874936358e-2,	2.1280786435289080142974854e9
6.6327246158434354583732784e4,	1.3744467859455344882491090e-1,	1.4906304185621883869171143e9
6.6327246158434354583732784e4,	1.7671458676442586277488545e-1,	1.1367263978255479335784912e9
6.6327246158434354583732784e4,	2.1598449493429827672485999e-1,	9.1182247407593357563018799e8
6.6327246158434354583732784e4,	2.5525440310417069067483453e-1,	7.5640928997760248184204102e8
6.6327246158434354583732784e4,	2.9452431127404310462480908e-1,	6.4269569365276813507080078e8
6.6327246158434354583732784e4,	3.3379421944391551857478362e-1,	5.5596165831048226356506348e8
6.6327246158434354583732784e4,	3.7306412761378793252475816e-1,	4.8768232121230298280715942e8
6.6327246158434354583732784e4,	4.1233403578366034647473271e-1,	4.3257930639805197715759277e8
6.6327246158434354583732784e4,	4.5160394395353276042470725e-1,	3.8720982538372516632080078e8
6.6327246158434354583732784e4,	4.9087385212340517437468179e-1,	3.4923274056452524662017822e8
6.6327246158434354583732784e4,	5.3014376029327758832465634e-1,	3.1700070310606807470321655e8
6.6327246158434354583732784e4,	5.6941366846315000227463088e-1,	2.8932100437726134061813354e8
6.6327246158434354583732784e4,	6.0868357663302241622460542e-1,	2.6530897235084193944931030e8
6.6327246158434354583732784e4,	6.4795348480289483017457997e-1,	2.4429466335538083314895630e8
6.6327246158434354583732784e4,	6.8722339297276724412455451e-1,	2.2576153704102206230163574e8
6.6327246158434354583732784e4,	7.2649330114263965807452905e-1,	2.0930501591686517000198364e8
6.6327246158434354583732784e4,	7.6576320931251207202450360e-1,	1.9460379302017328143119812e8
6.6327246158434354583732784e4,	8.0503311748238448597447814e-1,	1.8139953548062369227409363e8
6.6327246158434354583732784e4,	8.4430302565225689992445268e-1,	1.6948225073322555422782898e8
6.6327246158434354583732784e4,	8.8357293382212931387442723e-1,	1.5867955366916471719741821e8
6.6327246158434354583732784e4,	9.2284284199200172782440177e-1,	1.4884867255071181058883667e8
6.6327246158434354583732784e4,	9.6211275016187414177437631e-1,	1.3987041086292016506195068e8
6.6327246158434354583732784e4,	1.0013826583317464447020484e0,	1.3164452776780761778354645e8
6.6327246158434354583732784e4,	1.0406525665016190806966279e0,	1.2408616197283174097537994e8
6.6327246158434354583732784e4,	1.0799224746714912726019975e0,	1.1712303293354490399360657e8
6.6327246158434354583732784e4,	1.1191923828413639085965769e0,	1.1069322799371778964996338e8
6.6327246158434354583732784e4,	1.1584622910112361005019466e0,	1.0474343599899366497993469e8
6.6327246158434354583732784e4,	1.1977321991811087364965260e0,	9.9227524566024243831634521e7
6.6327246158434354583732784e4,	1.2370021073509809284018957e0,	9.4105384404177203774452209e7
6.6327246158434354583732784e4,	1.2762720155208535643964751e0,	8.9341983081424191594123840e7
6.6327246158434354583732784e4,	1.3155419236907257563018447e0,	8.4906584552585035562515259e7
6.6327246158434354583732784e4,	1.3548118318605983922964242e0,	8.0772101088859528303146362e7
